"race","age","priors_count","c_charge_degree","is_recid"
0,50,1,"F",0
0,23,0,"M",1
1,25,5,"F",0
1,54,14,"M",1
1,25,5,"M",1
1,63,0,"M",1
0,35,2,"M",0
0,25,8,"M",1
1,33,0,"M",0
0,29,7,"F",0
0,37,12,"M",1
1,20,3,"M",1
0,32,1,"F",1
1,72,1,"M",0
1,38,0,"F",0
1,40,0,"F",0
1,23,0,"F",0
1,21,5,"F",1
1,27,4,"F",1
1,55,13,"F",1
1,41,0,"M",0
1,56,1,"M",0
1,55,11,"M",0
0,28,3,"F",0
1,53,0,"M",0
0,27,6,"F",1
1,22,0,"F",1
0,22,0,"F",1
0,33,7,"M",1
0,34,15,"F",0
0,32,12,"F",1
0,47,14,"F",1
0,25,14,"F",1
1,56,0,"F",0
0,28,4,"F",1
0,20,2,"F",1
0,29,11,"F",0
1,72,3,"F",0
0,24,2,"M",1
0,45,3,"F",0
0,30,7,"M",1
0,45,0,"M",0
1,47,0,"M",0
0,24,0,"F",1
0,20,0,"M",1
1,51,6,"F",1
1,49,2,"M",1
1,41,5,"F",0
1,49,1,"F",0
0,28,0,"M",0
1,33,2,"M",0
0,46,0,"F",0
0,21,0,"M",1
0,26,14,"F",1
0,58,24,"F",1
0,20,2,"F",1
0,28,0,"M",1
1,21,0,"F",1
0,34,3,"M",0
0,32,15,"F",1
0,38,10,"F",1
0,22,0,"F",0
1,42,2,"F",1
1,57,0,"M",0
1,56,1,"F",0
0,30,11,"F",0
0,29,2,"M",0
0,46,15,"F",1
0,24,0,"F",0
0,70,1,"F",0
1,45,1,"M",0
0,39,6,"F",0
1,25,6,"F",0
1,46,0,"F",0
1,28,0,"M",1
0,27,1,"F",0
1,43,11,"F",1
0,30,9,"F",1
1,29,1,"F",0
0,54,8,"F",1
1,20,0,"F",0
0,29,0,"F",0
0,24,8,"F",1
0,45,2,"M",0
0,31,5,"F",1
1,23,0,"F",1
0,21,0,"F",1
1,61,0,"M",0
1,51,5,"M",1
1,43,9,"F",0
0,36,0,"F",0
1,58,3,"F",1
0,57,12,"F",0
0,37,2,"F",0
0,44,6,"F",0
0,45,8,"F",1
0,26,13,"F",1
1,34,9,"F",1
0,25,0,"F",0
0,31,8,"M",1
0,43,1,"F",0
0,30,0,"M",0
1,50,0,"M",0
0,31,2,"F",0
1,33,7,"M",0
0,32,1,"F",1
1,46,0,"M",1
0,37,8,"F",1
1,32,6,"F",1
0,23,2,"F",1
1,21,0,"F",0
1,49,2,"M",0
1,55,3,"F",1
0,22,0,"F",0
0,31,7,"F",1
1,22,0,"M",1
0,28,5,"M",0
0,21,1,"F",1
0,30,21,"F",1
0,22,13,"F",1
0,35,23,"F",1
0,28,11,"F",0
0,24,1,"F",0
0,32,24,"F",1
0,24,1,"F",0
0,57,19,"F",0
1,28,0,"F",0
1,51,0,"M",0
0,26,0,"M",1
0,20,0,"F",1
0,25,6,"M",0
1,19,0,"M",1
1,49,1,"F",1
0,57,27,"M",0
0,27,0,"M",0
1,66,1,"M",0
1,21,0,"F",0
1,45,1,"F",0
0,37,24,"F",0
1,44,13,"F",1
0,64,0,"F",0
0,30,1,"F",1
0,61,1,"M",0
1,49,8,"F",0
0,23,0,"F",0
1,21,0,"F",1
1,30,2,"F",1
0,27,2,"M",1
1,38,1,"M",0
0,48,14,"F",1
1,26,0,"M",0
0,24,4,"F",1
0,28,2,"F",1
1,44,4,"F",1
1,23,2,"F",1
1,34,1,"F",1
1,20,1,"F",1
0,36,0,"M",0
1,58,1,"F",0
1,35,4,"F",0
0,23,3,"F",0
1,40,1,"F",0
0,23,3,"M",1
1,27,0,"M",1
0,26,3,"F",0
0,49,1,"F",0
0,47,6,"F",0
0,34,7,"F",1
0,27,10,"F",0
1,52,0,"M",0
0,26,0,"M",1
0,25,9,"F",0
0,51,1,"F",0
0,29,1,"M",1
1,46,0,"F",0
1,28,6,"F",0
0,57,0,"F",0
0,34,27,"F",1
0,27,3,"F",0
0,25,7,"M",1
1,31,1,"F",1
0,37,8,"F",0
0,51,0,"F",1
0,28,8,"F",1
1,56,4,"F",0
0,45,15,"F",1
1,26,7,"F",1
1,33,7,"F",1
1,23,0,"M",0
0,31,0,"M",0
1,32,0,"F",0
1,30,1,"M",1
1,66,1,"F",0
0,40,0,"F",0
0,59,4,"M",0
0,27,3,"M",0
0,22,0,"F",0
1,58,1,"F",0
1,29,2,"F",0
0,27,0,"F",1
1,24,0,"F",0
1,35,3,"F",0
0,29,7,"F",1
0,30,5,"F",1
0,23,1,"F",1
1,32,2,"F",1
1,22,2,"F",0
0,21,0,"M",0
1,43,0,"M",0
0,29,0,"F",0
0,43,1,"F",0
0,25,1,"F",0
1,47,0,"M",0
0,21,0,"F",0
1,54,0,"M",0
0,34,3,"F",1
0,28,2,"M",0
1,53,4,"F",1
0,54,0,"M",0
0,34,2,"F",0
1,60,0,"F",1
0,22,0,"F",0
0,51,3,"F",0
0,29,0,"F",1
0,28,5,"M",0
1,33,0,"F",1
1,43,4,"M",0
1,32,5,"F",1
0,35,0,"F",1
0,23,1,"F",1
0,25,4,"F",1
1,69,6,"F",1
0,47,23,"F",1
0,29,13,"F",1
0,26,9,"F",1
1,28,0,"F",0
1,48,1,"M",1
1,44,0,"M",0
0,42,7,"M",0
0,39,5,"F",0
1,55,0,"M",0
0,27,5,"F",1
1,31,0,"M",0
0,25,0,"F",0
1,32,6,"M",0
0,36,2,"F",0
0,21,3,"F",1
1,39,2,"M",0
0,26,0,"M",0
0,28,8,"F",1
1,67,2,"M",1
1,37,3,"M",0
0,23,2,"M",1
0,49,14,"M",1
1,32,9,"M",1
1,41,9,"M",0
0,25,1,"M",0
1,58,0,"M",0
0,44,19,"M",1
0,28,1,"F",1
0,39,0,"F",1
1,54,0,"F",0
1,43,0,"M",0
0,31,5,"M",0
0,30,11,"F",0
1,27,4,"M",1
0,28,0,"M",1
0,24,0,"M",0
1,43,0,"M",0
0,44,10,"M",1
0,23,0,"F",0
1,36,5,"M",1
1,27,1,"F",0
0,24,0,"F",1
1,66,0,"M",0
1,36,3,"F",0
1,23,1,"F",1
0,22,0,"M",1
0,56,4,"F",0
0,58,3,"M",0
1,24,3,"M",0
0,22,0,"F",1
1,39,0,"M",0
1,46,10,"F",1
1,38,1,"F",1
1,23,0,"M",1
0,25,0,"F",0
0,31,19,"F",1
0,25,1,"M",1
0,26,6,"F",0
0,25,2,"F",0
1,37,11,"F",1
0,36,0,"F",0
0,26,1,"F",1
0,35,7,"F",1
0,22,2,"F",1
1,25,0,"F",0
0,24,2,"M",1
0,21,0,"F",1
1,32,15,"F",1
0,33,2,"M",1
0,33,10,"F",1
1,29,0,"M",0
1,50,8,"F",0
0,33,14,"F",1
0,37,13,"F",1
0,27,9,"F",1
0,27,0,"M",0
0,58,1,"F",0
0,27,4,"F",0
1,28,1,"F",1
1,31,0,"M",0
0,24,3,"M",0
0,26,6,"F",1
1,43,0,"M",0
0,22,3,"F",1
0,23,0,"F",0
1,42,0,"M",0
0,30,18,"M",0
0,29,1,"F",0
1,38,2,"F",1
1,26,3,"M",1
0,51,5,"M",0
0,23,0,"F",1
0,34,7,"F",1
0,35,1,"M",0
1,22,0,"F",0
0,29,10,"M",1
0,40,0,"F",0
0,36,2,"F",0
0,26,8,"F",1
0,25,1,"F",1
1,69,0,"M",0
0,27,1,"F",0
1,20,0,"F",1
0,27,1,"F",0
0,24,6,"M",0
1,42,0,"F",0
1,25,1,"F",0
0,25,0,"F",0
0,22,0,"F",0
1,21,0,"F",0
0,30,1,"M",0
1,46,9,"M",0
0,26,2,"M",0
0,33,0,"F",1
0,40,1,"M",0
1,34,0,"F",0
1,22,1,"F",1
0,31,4,"M",1
1,59,3,"M",1
0,50,0,"F",0
0,57,8,"F",1
0,31,5,"M",1
0,44,9,"F",0
0,48,5,"F",1
1,25,0,"F",0
0,51,5,"M",0
1,50,0,"F",1
1,57,2,"F",0
1,55,0,"M",0
0,59,4,"F",1
0,42,0,"F",0
0,32,21,"F",1
0,42,1,"F",0
0,29,8,"F",1
0,21,1,"F",0
1,58,0,"M",0
0,22,1,"F",1
1,46,1,"M",1
1,50,0,"M",1
0,46,2,"F",0
0,44,11,"F",1
0,35,4,"M",0
0,30,14,"F",1
0,42,2,"F",0
0,46,5,"F",1
0,42,0,"F",1
1,29,7,"F",1
0,32,8,"F",0
0,33,1,"M",0
1,25,4,"F",0
0,33,0,"M",0
1,35,1,"F",1
0,56,1,"F",0
1,38,0,"M",1
0,40,4,"M",0
0,28,4,"F",0
0,51,0,"M",0
0,35,2,"M",0
0,61,5,"F",0
0,25,0,"F",0
0,25,4,"F",1
0,26,0,"M",1
1,42,1,"M",0
0,25,1,"F",0
0,26,13,"M",1
0,31,9,"F",0
1,35,1,"F",0
1,34,0,"F",0
1,33,1,"M",0
0,30,3,"F",1
0,50,7,"M",0
0,21,0,"F",0
0,31,2,"F",1
0,23,0,"M",0
0,25,1,"F",0
1,24,1,"F",0
0,31,13,"M",1
0,60,0,"F",1
0,30,2,"F",0
1,46,0,"M",0
1,21,0,"M",1
0,35,0,"F",1
0,23,1,"F",1
0,23,3,"F",1
0,28,2,"M",1
1,46,2,"M",1
0,56,1,"F",0
0,24,1,"M",1
1,33,0,"M",0
1,48,2,"M",1
0,33,11,"F",1
0,30,7,"F",1
1,43,7,"F",0
1,32,0,"F",0
1,49,4,"F",0
1,24,0,"F",0
0,26,1,"F",0
1,42,0,"F",0
0,22,1,"F",1
1,29,7,"M",1
1,39,0,"M",0
0,27,13,"F",1
1,38,2,"F",1
1,20,0,"F",1
0,25,4,"F",1
1,53,0,"M",0
0,27,0,"M",1
1,50,1,"M",1
0,41,4,"F",0
1,22,5,"F",1
1,22,0,"F",1
0,25,2,"F",0
0,42,1,"F",1
0,24,0,"F",0
0,37,4,"F",0
1,37,0,"M",0
0,35,1,"F",1
1,24,0,"F",0
1,49,2,"M",0
0,38,9,"F",0
0,30,0,"M",0
0,22,3,"F",1
0,25,0,"F",1
1,52,0,"M",0
1,26,0,"F",0
1,45,9,"F",1
0,20,0,"F",1
0,29,4,"F",1
1,43,1,"F",1
1,26,2,"F",0
0,46,4,"F",0
0,46,0,"F",0
0,29,12,"F",1
1,41,0,"M",0
0,25,5,"F",0
0,23,2,"F",0
1,30,0,"M",0
1,34,1,"F",0
1,70,11,"F",1
1,52,2,"F",0
0,51,4,"M",1
0,55,21,"F",1
1,49,1,"F",0
1,47,0,"F",0
0,27,0,"M",0
1,25,5,"M",1
0,21,1,"F",1
0,37,26,"F",1
0,21,1,"F",1
0,21,0,"F",0
0,25,4,"F",1
0,27,3,"F",1
1,30,3,"F",1
1,70,0,"M",0
1,37,11,"F",1
0,46,5,"F",1
0,43,18,"F",1
0,38,15,"F",0
0,29,0,"F",0
0,37,8,"M",1
1,27,0,"F",0
1,31,6,"M",0
0,29,3,"F",1
0,30,0,"M",0
1,25,2,"F",1
0,40,3,"F",0
1,33,1,"M",0
1,26,5,"F",1
1,61,1,"M",0
1,30,2,"F",0
1,62,0,"M",0
1,27,4,"M",1
1,48,9,"F",0
1,40,0,"F",0
1,24,0,"F",0
0,22,0,"F",1
0,30,4,"M",1
1,63,0,"M",0
0,33,4,"F",0
1,43,0,"M",1
0,26,3,"F",1
0,51,1,"F",0
1,39,3,"F",1
0,32,14,"F",1
0,22,0,"M",0
1,59,0,"F",0
0,38,37,"M",1
0,23,2,"F",0
0,42,0,"M",1
0,38,2,"F",1
1,34,2,"F",0
0,36,7,"F",1
0,36,0,"M",1
0,31,1,"F",0
0,28,3,"F",1
0,28,1,"F",1
0,43,0,"F",0
0,40,1,"F",0
0,31,15,"F",1
0,54,6,"F",1
0,24,17,"F",1
0,21,1,"F",1
0,22,0,"F",0
0,45,1,"F",0
0,29,1,"M",1
0,46,10,"F",1
1,21,1,"F",0
1,35,6,"F",1
0,52,1,"M",1
1,48,0,"M",0
0,29,9,"M",1
1,48,0,"M",0
0,31,10,"F",1
1,21,3,"F",1
0,47,0,"M",0
0,21,3,"F",1
0,35,13,"F",0
0,46,3,"M",1
0,34,5,"F",1
0,52,2,"F",0
1,21,0,"M",1
1,53,1,"M",0
1,19,0,"F",1
0,22,0,"M",0
0,45,1,"F",0
1,27,0,"F",0
1,25,0,"M",0
1,30,0,"F",1
0,31,2,"F",1
1,28,3,"F",0
0,36,3,"M",1
0,27,7,"F",1
0,42,1,"F",0
1,35,0,"F",1
1,33,2,"F",0
0,25,21,"F",1
1,42,0,"M",0
0,21,0,"F",1
0,28,0,"M",0
0,27,25,"F",1
1,21,0,"F",0
1,26,0,"M",1
1,36,0,"F",0
1,49,0,"F",1
1,44,0,"F",1
1,28,1,"M",0
0,35,12,"F",1
0,34,3,"F",0
0,45,15,"F",1
0,28,9,"F",1
0,25,1,"F",0
0,21,1,"M",1
0,48,1,"F",0
1,37,1,"M",0
0,24,3,"F",1
1,37,1,"M",1
1,39,1,"F",0
1,24,1,"F",1
0,23,1,"F",1
1,43,5,"F",0
0,28,6,"M",1
0,53,1,"M",0
0,27,2,"M",1
1,39,0,"M",0
0,47,22,"F",1
0,28,4,"F",1
1,36,2,"F",0
0,24,1,"F",0
0,23,3,"F",0
0,26,2,"F",0
0,31,7,"F",1
0,30,14,"F",1
1,25,2,"M",0
0,24,6,"F",1
0,26,2,"M",0
0,20,0,"F",0
1,23,0,"F",0
0,26,5,"F",1
1,40,4,"M",0
0,19,1,"F",1
1,53,1,"F",0
0,24,0,"F",0
1,33,2,"F",0
1,26,8,"F",1
1,32,2,"F",0
1,25,0,"F",1
0,21,1,"F",0
0,38,3,"F",0
1,23,0,"F",1
1,20,0,"F",1
1,39,4,"F",1
0,24,1,"F",1
0,49,3,"F",0
0,31,7,"F",1
0,20,1,"F",1
1,28,0,"M",0
1,67,3,"F",0
0,52,0,"F",0
0,45,17,"F",1
0,27,8,"F",1
1,22,1,"F",0
1,40,0,"M",1
1,30,1,"M",1
0,42,1,"F",0
0,24,2,"F",1
1,46,4,"F",0
0,38,4,"F",0
1,26,0,"M",0
1,54,1,"M",1
1,61,1,"F",0
0,51,1,"M",1
1,57,0,"F",0
1,24,3,"M",1
0,34,1,"F",0
0,28,10,"M",1
0,35,10,"M",1
0,30,6,"F",1
0,44,0,"F",0
1,61,10,"F",0
0,26,1,"F",1
0,48,10,"F",1
0,42,4,"M",0
1,38,10,"F",1
1,53,0,"M",0
0,26,3,"M",1
0,22,1,"F",1
1,50,0,"F",0
1,44,16,"M",0
0,24,4,"F",1
0,21,0,"F",1
1,50,0,"F",0
1,36,0,"M",0
1,39,0,"F",0
0,54,7,"F",0
0,29,0,"M",0
1,26,0,"M",0
0,41,3,"F",1
0,23,1,"F",1
1,34,0,"M",0
1,31,11,"F",1
0,20,0,"F",0
0,49,10,"F",1
0,26,4,"F",1
0,28,1,"F",1
0,26,0,"F",0
0,55,1,"F",0
0,22,0,"M",0
0,26,0,"M",0
0,58,16,"F",1
0,28,4,"F",0
0,33,8,"F",1
0,31,0,"M",0
0,26,1,"M",0
1,34,0,"M",0
0,32,0,"F",0
0,37,9,"F",1
0,50,1,"F",0
1,35,1,"F",0
1,47,0,"M",1
0,52,8,"F",0
0,26,5,"F",1
0,45,13,"F",1
0,41,8,"F",1
0,24,0,"M",0
0,21,1,"F",1
1,54,0,"M",0
1,49,0,"F",0
1,42,1,"F",0
0,21,1,"F",1
1,46,5,"F",1
1,74,0,"M",0
0,39,1,"F",0
0,38,0,"F",0
0,19,1,"F",1
1,28,0,"F",1
0,25,1,"F",1
1,53,1,"M",0
0,23,2,"F",0
1,55,33,"F",1
1,64,1,"F",0
0,23,1,"M",1
0,23,4,"F",1
0,34,0,"F",0
0,26,1,"M",0
1,44,4,"F",0
1,27,0,"F",0
1,28,14,"F",0
1,55,1,"M",0
0,36,15,"F",0
0,23,1,"F",0
0,56,1,"M",0
1,27,2,"F",1
1,37,1,"M",0
0,32,1,"F",1
0,41,18,"M",1
0,22,1,"F",1
1,37,1,"F",1
0,45,3,"M",0
0,31,14,"F",0
0,42,7,"F",1
0,26,20,"F",1
1,33,0,"F",1
1,22,0,"M",1
0,36,1,"M",0
1,54,0,"M",0
0,25,5,"F",1
1,24,3,"F",1
1,61,0,"M",0
1,42,0,"M",0
1,28,1,"M",1
0,27,1,"M",0
1,24,2,"M",0
0,32,16,"F",1
1,38,0,"F",0
1,21,1,"M",1
0,27,1,"F",1
1,39,0,"F",0
1,29,0,"F",0
1,29,1,"F",0
1,36,1,"F",1
0,46,0,"F",1
0,44,7,"F",1
0,27,0,"M",0
0,27,8,"F",1
1,61,0,"M",0
0,47,0,"M",1
0,27,1,"M",0
1,28,0,"F",1
1,31,1,"M",1
1,26,9,"M",1
0,53,2,"F",1
0,26,1,"F",1
0,25,2,"F",0
0,21,4,"M",1
0,23,1,"M",0
0,45,2,"F",0
0,27,2,"M",1
0,26,0,"M",0
1,21,0,"F",1
1,62,0,"M",0
1,48,0,"F",0
0,53,1,"M",0
0,62,3,"M",1
0,28,5,"F",0
1,56,1,"F",0
0,22,2,"F",1
0,26,5,"F",1
0,35,4,"M",0
0,22,1,"F",1
0,37,7,"F",0
0,32,0,"F",0
0,33,3,"F",1
1,53,0,"M",0
1,32,0,"M",0
1,26,0,"M",0
1,61,0,"M",0
0,21,0,"M",0
0,69,22,"M",0
0,26,0,"M",0
0,30,9,"F",1
1,21,1,"F",0
1,41,0,"M",0
0,45,0,"F",1
0,31,10,"F",1
1,22,0,"F",0
1,54,0,"F",1
1,50,2,"M",1
0,21,0,"F",1
1,30,0,"F",1
0,30,11,"F",1
1,26,5,"M",0
0,59,0,"M",0
0,29,13,"F",1
1,30,13,"F",1
0,25,5,"M",1
0,22,0,"F",1
0,41,8,"F",1
0,37,13,"F",1
0,22,0,"F",1
0,19,0,"F",1
1,45,2,"M",0
0,33,5,"F",1
0,52,7,"F",1
0,21,0,"F",0
0,43,6,"M",1
1,33,3,"F",0
0,26,3,"F",1
1,37,0,"M",0
0,38,1,"F",1
0,27,1,"F",1
0,21,1,"F",0
1,38,3,"F",1
1,37,0,"M",0
1,44,0,"F",0
0,30,0,"F",0
1,49,1,"F",0
1,67,0,"M",0
0,59,14,"F",1
0,21,1,"F",1
1,31,6,"M",0
1,50,2,"F",1
0,30,7,"F",0
1,28,1,"M",0
0,48,7,"F",1
1,55,0,"M",0
1,42,0,"M",0
0,34,0,"M",1
0,43,4,"M",1
0,44,0,"F",0
1,25,2,"F",1
0,32,0,"M",1
0,24,1,"F",1
0,34,0,"F",1
0,48,2,"F",1
0,41,1,"F",0
0,26,12,"M",1
0,42,0,"F",1
0,29,0,"M",0
1,26,0,"M",0
0,27,1,"F",0
1,35,4,"M",0
1,54,1,"F",0
0,20,0,"F",0
1,27,0,"F",0
0,21,1,"F",0
1,27,7,"M",1
0,34,11,"F",1
0,54,0,"M",0
0,39,1,"F",0
1,33,0,"M",0
0,35,0,"M",0
0,53,0,"M",0
1,28,2,"M",0
0,26,0,"F",0
0,31,3,"F",0
1,24,3,"M",1
1,45,19,"F",1
0,28,1,"F",0
1,45,1,"F",1
1,33,3,"F",1
1,23,4,"F",1
0,36,6,"F",0
0,22,0,"F",0
0,28,2,"F",1
0,37,3,"M",1
1,52,0,"M",0
1,26,0,"F",1
1,28,4,"F",1
1,33,2,"F",0
1,23,3,"F",1
1,31,3,"M",1
1,55,0,"M",0
1,24,3,"F",1
0,37,2,"M",0
0,41,0,"F",0
1,26,0,"M",0
0,41,13,"F",0
0,33,6,"F",0
0,23,0,"F",0
1,27,1,"F",0
1,24,0,"F",1
0,30,10,"F",0
1,55,1,"F",0
0,26,13,"M",1
0,35,0,"F",0
0,20,1,"M",0
1,24,3,"M",1
0,31,8,"M",1
0,55,0,"F",1
1,33,7,"F",1
1,44,6,"F",1
0,41,25,"F",1
0,56,9,"M",0
0,21,1,"F",0
1,48,1,"M",0
1,56,7,"F",1
1,39,2,"M",0
1,25,0,"F",0
0,28,3,"F",0
0,30,0,"F",1
0,19,0,"M",1
0,20,0,"M",1
1,57,0,"F",0
0,51,8,"M",1
0,27,5,"F",1
0,26,0,"F",0
1,23,3,"M",1
0,35,14,"M",1
0,37,5,"F",0
0,48,0,"F",0
0,21,0,"F",0
0,52,1,"M",0
0,22,0,"F",1
1,41,1,"F",1
1,25,1,"M",1
0,54,0,"M",1
0,25,13,"F",1
1,40,4,"F",1
0,22,0,"F",0
1,50,10,"F",0
1,35,2,"M",1
1,28,7,"F",1
0,21,0,"F",0
1,27,0,"F",0
0,22,0,"F",1
1,32,0,"F",0
1,59,0,"F",0
1,59,0,"F",0
1,44,1,"F",1
0,26,9,"M",1
0,30,9,"F",1
0,25,3,"M",1
0,31,0,"M",1
0,32,0,"F",0
0,37,22,"F",1
1,22,2,"F",0
0,38,8,"M",1
1,34,2,"F",0
0,30,7,"F",0
1,38,0,"F",1
0,36,10,"F",1
1,35,2,"F",1
0,35,0,"F",0
0,30,9,"F",1
0,34,16,"F",1
1,31,3,"F",1
1,31,4,"F",1
1,22,2,"F",1
0,36,5,"M",1
0,39,2,"M",0
0,51,9,"F",1
0,35,7,"F",1
0,37,0,"M",0
0,25,3,"M",0
0,27,0,"F",0
1,47,2,"M",0
0,46,12,"M",0
1,27,0,"F",0
0,34,0,"F",1
1,25,0,"M",0
0,26,5,"M",0
0,25,1,"F",1
0,60,9,"F",0
0,30,12,"F",1
0,21,0,"F",0
0,25,4,"F",1
0,21,0,"F",1
0,29,4,"M",0
1,51,2,"F",0
0,29,1,"M",0
1,20,0,"F",1
1,53,1,"F",0
0,25,5,"F",0
0,22,3,"F",1
0,21,1,"F",1
1,21,1,"F",1
0,27,6,"M",1
0,28,14,"M",1
0,49,6,"M",1
0,52,7,"F",1
0,25,1,"M",0
1,56,2,"F",0
0,34,22,"F",0
0,23,1,"M",1
1,22,0,"F",0
0,23,0,"F",1
0,30,4,"M",0
0,42,1,"M",1
0,50,24,"M",1
0,37,0,"F",0
0,23,1,"F",0
1,41,0,"F",0
0,50,5,"F",0
0,26,2,"F",1
0,23,2,"F",1
1,55,1,"F",1
0,24,0,"F",1
1,33,5,"M",1
1,23,0,"F",0
0,37,1,"M",1
1,51,0,"M",0
0,35,3,"M",1
0,29,2,"F",0
1,57,0,"M",0
0,20,1,"M",1
0,23,3,"F",1
1,36,9,"M",1
1,55,1,"M",0
0,53,18,"M",1
0,21,1,"F",1
0,27,3,"M",1
0,28,6,"F",1
1,26,1,"F",1
1,25,1,"F",0
1,66,0,"F",0
0,28,3,"M",0
0,24,0,"M",0
1,60,18,"M",1
0,37,2,"F",1
1,73,0,"M",0
0,44,0,"F",0
0,40,6,"F",0
1,56,0,"M",1
0,42,3,"F",0
1,50,1,"F",0
1,34,0,"M",0
0,47,1,"M",1
1,58,3,"F",0
1,48,3,"F",0
1,20,0,"F",1
0,53,10,"F",1
0,29,0,"F",0
1,43,0,"M",0
1,53,1,"M",1
1,22,0,"M",0
1,26,9,"M",1
0,23,4,"F",1
1,71,1,"M",0
1,61,0,"M",0
1,22,2,"M",0
1,54,1,"M",0
1,24,6,"F",0
1,28,0,"F",0
