"race","age","priors_count","c_charge_degree","is_recid"
1,25,2,"F",0
0,22,1,"F",0
0,24,2,"F",1
0,35,0,"F",0
0,21,0,"F",0
1,49,1,"M",0
0,26,6,"F",1
0,30,7,"F",1
0,30,5,"F",1
1,64,8,"F",0
1,45,7,"F",1
0,37,3,"M",0
0,34,1,"F",1
1,58,0,"M",0
1,27,0,"F",0
0,30,0,"M",1
0,25,0,"M",0
0,60,19,"F",1
0,56,24,"F",0
0,33,2,"M",0
1,25,9,"F",1
0,32,6,"F",1
0,24,3,"F",1
1,23,2,"F",1
0,25,1,"F",1
0,20,0,"F",0
0,32,9,"F",0
0,49,0,"F",0
0,22,1,"F",0
0,24,0,"F",0
1,26,10,"F",1
0,29,1,"M",1
1,22,0,"F",0
0,26,3,"F",1
0,21,0,"F",1
1,54,2,"M",1
0,59,1,"F",0
0,22,0,"F",1
0,64,20,"F",0
1,45,1,"M",1
0,22,0,"F",0
0,24,5,"F",1
0,30,3,"F",1
1,27,0,"F",0
1,20,0,"F",0
1,28,5,"F",1
1,23,3,"F",1
0,32,0,"M",0
1,44,1,"F",0
0,41,8,"F",0
1,30,3,"F",0
0,27,2,"M",1
0,32,0,"F",1
0,40,24,"M",1
0,33,3,"M",0
1,33,0,"F",0
0,28,9,"M",0
0,25,0,"F",1
0,30,1,"M",0
0,47,0,"M",0
1,24,0,"F",1
1,31,9,"F",1
0,52,0,"F",1
0,25,5,"F",1
0,46,7,"M",0
1,62,3,"M",0
1,36,0,"M",1
0,24,2,"F",1
1,25,9,"F",0
0,21,0,"M",1
0,29,5,"F",1
0,52,0,"M",1
0,29,5,"F",1
0,59,13,"F",1
0,39,2,"F",1
0,20,1,"F",1
1,50,0,"M",0
0,27,7,"F",1
0,27,0,"M",0
1,31,4,"F",1
0,24,2,"M",0
0,24,4,"F",1
1,30,0,"M",1
1,41,0,"F",0
0,32,2,"F",1
1,69,0,"M",1
1,25,1,"F",0
1,55,0,"M",1
0,28,7,"F",1
1,27,0,"M",1
0,20,1,"F",1
0,36,2,"F",1
0,25,10,"F",1
1,35,1,"M",0
0,32,12,"M",1
1,21,1,"M",0
1,41,1,"F",0
0,38,0,"F",0
0,21,1,"F",1
1,35,2,"M",1
0,34,5,"M",0
1,52,0,"M",0
0,21,0,"F",0
0,43,8,"M",0
1,32,0,"F",0
1,49,5,"F",1
0,21,0,"M",0
0,28,5,"F",1
1,65,1,"F",0
1,27,0,"M",0
1,48,20,"F",1
0,20,0,"M",1
0,63,6,"F",0
1,40,0,"M",0
0,21,1,"F",1
1,27,1,"M",0
1,35,0,"M",1
0,50,0,"M",0
1,47,0,"M",0
1,44,2,"M",0
0,23,0,"M",0
0,54,10,"F",0
1,38,17,"F",0
1,44,2,"F",1
0,52,3,"M",1
1,52,0,"F",1
0,21,0,"M",1
1,30,9,"F",1
0,56,6,"F",0
0,35,12,"F",1
1,39,1,"F",0
1,29,0,"M",0
0,23,2,"F",1
1,26,0,"M",0
0,64,1,"M",1
1,20,1,"F",1
0,21,0,"F",1
0,21,0,"F",1
0,23,0,"F",0
0,46,3,"F",0
0,25,21,"F",1
0,30,0,"M",0
1,47,1,"F",0
1,30,4,"F",0
0,47,1,"F",0
0,39,1,"F",1
1,24,1,"F",0
1,45,3,"F",0
1,26,2,"F",1
1,39,3,"F",0
1,40,1,"F",0
0,24,0,"F",0
0,23,1,"F",0
1,61,0,"M",0
1,42,3,"F",1
0,38,3,"F",1
1,67,0,"F",1
1,23,2,"F",0
1,31,1,"F",1
0,40,15,"F",0
0,44,0,"F",0
0,37,10,"F",1
0,22,3,"M",0
1,31,6,"M",1
0,28,9,"F",1
1,33,9,"F",0
0,30,10,"F",1
0,35,0,"F",1
0,57,23,"F",1
1,39,8,"F",1
1,65,3,"F",0
1,22,0,"M",0
0,35,2,"F",0
0,29,2,"M",1
0,62,13,"F",1
0,22,0,"M",1
0,56,1,"F",0
1,25,2,"F",0
1,33,10,"M",0
1,25,2,"F",0
0,27,3,"F",0
0,37,1,"F",0
1,41,2,"M",0
0,35,5,"F",0
1,55,0,"M",0
0,26,2,"F",1
0,35,7,"F",0
1,50,3,"M",1
0,25,3,"F",1
1,65,1,"M",1
0,31,0,"F",1
0,24,0,"M",0
0,34,6,"F",1
0,30,4,"F",0
0,30,14,"F",1
1,24,1,"M",0
1,51,3,"F",1
0,28,3,"F",0
0,27,4,"F",1
1,22,2,"F",1
0,29,2,"F",1
0,31,0,"F",0
1,31,0,"M",0
0,32,3,"F",0
0,27,1,"F",1
1,29,6,"F",1
0,59,3,"F",1
0,24,1,"M",1
0,33,0,"F",0
1,28,9,"F",1
0,24,9,"M",1
0,31,16,"F",1
0,24,0,"F",0
0,23,7,"F",1
1,62,0,"F",0
0,25,4,"F",1
0,49,1,"M",1
1,50,0,"F",1
0,47,3,"F",1
0,37,14,"F",0
1,26,0,"M",0
0,28,21,"F",1
0,26,3,"F",1
0,20,1,"F",1
0,34,9,"F",1
0,46,9,"F",1
0,21,0,"F",1
1,27,2,"F",1
0,21,3,"M",1
1,29,1,"F",0
1,46,4,"F",0
0,24,0,"F",1
0,57,8,"M",1
0,33,4,"F",1
0,23,4,"F",1
0,29,5,"F",0
1,22,0,"M",1
1,33,1,"M",1
0,40,3,"F",1
0,32,10,"F",1
0,24,1,"M",0
0,32,1,"F",0
0,19,2,"F",1
0,23,6,"F",1
1,39,17,"F",1
0,25,1,"F",0
0,42,6,"F",1
1,29,1,"M",0
1,38,2,"M",0
1,32,10,"F",1
1,23,4,"M",1
0,58,10,"F",1
0,42,9,"F",1
1,26,1,"F",1
1,27,1,"F",0
1,33,1,"F",0
0,33,2,"F",1
0,23,0,"M",1
0,25,4,"F",1
0,32,0,"F",1
1,29,0,"M",0
0,38,19,"F",1
1,29,0,"M",0
0,27,6,"F",1
1,25,0,"M",1
1,31,2,"F",1
0,30,8,"F",1
0,41,0,"F",0
0,59,8,"F",1
1,21,1,"M",1
0,27,6,"F",1
0,30,0,"F",0
1,43,4,"F",0
1,24,2,"F",0
0,45,13,"M",1
1,23,0,"F",1
1,40,5,"F",0
0,23,0,"F",0
0,39,3,"F",0
0,26,5,"F",1
1,26,0,"M",0
0,21,0,"M",0
1,30,3,"F",0
1,44,0,"F",0
0,21,1,"F",1
0,23,0,"M",1
0,49,1,"F",0
0,23,3,"F",1
0,24,1,"F",1
0,21,1,"F",1
1,37,7,"F",1
1,28,2,"F",1
0,24,2,"F",1
1,31,0,"F",0
0,24,2,"M",1
0,25,1,"F",0
0,33,1,"M",1
0,26,24,"M",1
0,27,1,"F",0
1,46,0,"F",1
1,38,1,"M",1
0,24,0,"M",0
0,38,0,"M",0
0,27,7,"F",1
0,48,6,"F",0
1,31,2,"F",1
0,28,5,"M",1
1,25,6,"M",1
1,55,0,"M",0
0,40,5,"F",1
0,21,0,"F",1
0,28,10,"F",1
0,20,2,"F",1
0,31,10,"F",1
0,57,0,"M",0
0,25,0,"M",0
0,22,7,"F",1
0,31,3,"F",1
0,43,7,"F",0
1,25,0,"M",0
0,40,1,"F",0
0,20,0,"F",1
0,35,2,"M",0
0,34,1,"M",1
1,27,18,"F",1
0,38,3,"F",1
1,21,0,"F",1
0,25,0,"M",1
0,53,6,"M",1
0,50,4,"F",0
1,23,1,"M",0
1,27,0,"M",1
0,29,5,"F",1
0,38,1,"M",0
1,54,2,"F",0
0,26,1,"F",1
0,37,23,"F",1
0,36,25,"M",1
0,28,18,"F",1
0,49,1,"M",0
0,36,11,"F",1
1,41,0,"F",0
1,40,9,"F",0
0,21,7,"F",1
1,33,0,"F",0
0,26,7,"F",0
0,27,0,"M",1
0,35,1,"F",0
0,27,3,"M",0
0,31,3,"F",0
0,36,26,"F",1
1,50,1,"F",0
1,52,1,"F",0
0,24,1,"M",0
0,38,0,"F",0
0,54,11,"F",0
1,71,13,"F",0
0,27,9,"F",1
1,39,1,"F",0
0,36,5,"F",1
0,55,0,"F",0
1,27,0,"F",0
0,23,2,"F",1
0,20,1,"F",1
0,31,10,"F",0
1,24,8,"F",1
1,37,2,"F",1
1,26,0,"F",0
1,29,0,"F",0
0,41,4,"M",1
0,37,0,"F",1
1,46,2,"F",0
1,56,10,"F",1
0,23,0,"F",1
0,23,1,"F",1
0,25,0,"F",1
0,24,1,"F",1
1,24,2,"F",1
0,23,0,"F",1
1,43,2,"F",0
1,53,0,"M",0
0,24,1,"F",1
0,28,0,"F",0
1,21,1,"F",0
1,33,3,"F",1
0,35,1,"F",0
1,55,3,"M",0
0,28,0,"M",0
1,44,0,"M",1
0,19,3,"F",1
0,24,3,"F",1
1,50,2,"F",0
0,31,0,"M",0
1,28,0,"F",1
1,42,0,"F",0
0,21,0,"M",1
1,21,0,"F",1
1,31,3,"F",1
1,27,0,"F",1
0,28,7,"F",1
1,67,0,"M",0
0,32,11,"F",0
0,44,7,"F",0
0,25,1,"F",1
0,30,15,"M",1
1,28,9,"M",0
0,27,0,"F",1
1,25,0,"M",0
1,31,5,"F",1
1,30,0,"M",1
0,33,4,"F",0
0,26,1,"M",1
1,22,2,"M",1
1,50,0,"F",0
1,58,1,"F",1
1,34,3,"M",1
1,32,1,"F",1
0,29,0,"M",1
0,27,0,"M",0
1,39,5,"F",0
0,24,0,"F",0
0,38,8,"M",0
1,52,7,"F",0
0,56,3,"M",1
1,46,7,"F",1
1,38,5,"F",1
1,47,3,"M",0
1,32,0,"F",0
0,34,27,"M",0
0,42,5,"F",0
0,35,0,"M",1
1,20,0,"F",1
1,32,2,"F",1
1,21,0,"M",0
0,24,0,"M",1
0,24,1,"M",1
0,26,0,"M",1
1,52,8,"F",0
0,27,1,"M",0
1,27,0,"M",0
1,56,0,"F",0
1,52,16,"F",1
0,37,3,"F",1
0,45,0,"M",0
1,36,3,"F",1
0,29,0,"F",0
0,27,11,"F",0
0,28,11,"F",1
0,38,4,"M",1
0,19,1,"F",1
1,37,1,"F",0
0,34,0,"M",1
1,37,7,"F",1
0,21,1,"F",0
0,21,0,"F",1
1,38,3,"F",0
0,47,1,"M",0
1,56,3,"F",0
0,27,2,"F",1
0,23,0,"M",0
1,57,0,"F",0
0,25,9,"F",0
0,23,2,"F",1
0,32,8,"F",1
0,36,2,"M",0
0,41,5,"M",0
0,21,1,"F",1
0,31,2,"M",0
1,37,0,"M",0
0,27,0,"F",0
0,22,2,"F",1
1,59,2,"F",0
0,33,0,"F",1
0,43,2,"F",0
1,25,5,"F",1
0,23,3,"F",1
1,43,3,"M",1
1,56,9,"M",1
0,20,1,"F",1
0,50,2,"M",1
1,54,1,"M",0
0,20,1,"F",1
0,36,3,"F",1
0,56,0,"M",0
0,25,2,"F",1
1,42,1,"F",1
0,48,4,"F",0
0,34,21,"M",1
1,28,0,"F",0
1,32,1,"F",0
1,31,2,"F",0
0,24,4,"F",1
1,25,0,"F",1
1,32,4,"F",0
0,37,20,"F",1
0,24,1,"F",1
0,48,0,"M",0
0,35,1,"F",0
0,21,1,"F",1
0,21,0,"F",1
1,27,0,"F",1
0,22,0,"F",0
0,28,4,"F",0
0,26,0,"M",0
1,34,0,"F",0
0,22,3,"F",0
1,44,5,"F",0
1,57,1,"F",0
0,22,0,"F",1
0,24,7,"F",1
1,20,0,"F",0
0,60,13,"F",0
0,22,2,"F",0
1,72,7,"F",0
0,33,3,"F",1
0,24,1,"F",1
0,60,0,"F",0
1,24,3,"F",1
0,30,1,"M",0
1,43,0,"M",0
0,45,1,"M",0
1,31,1,"M",1
0,40,0,"M",0
1,50,1,"F",0
0,41,7,"F",0
1,34,5,"F",1
1,28,0,"F",0
1,23,2,"F",1
1,21,1,"F",1
0,22,2,"M",1
0,29,6,"F",1
0,30,0,"M",0
1,45,3,"M",1
0,24,2,"F",0
1,31,4,"F",1
1,56,0,"M",0
0,24,14,"F",1
0,38,11,"F",0
0,51,22,"F",1
1,22,0,"F",0
0,28,5,"M",0
0,47,19,"F",1
0,51,0,"M",1
1,25,1,"M",0
0,30,0,"F",0
1,33,0,"F",1
0,35,5,"F",1
0,33,0,"F",0
1,33,1,"F",0
0,27,2,"F",1
0,29,9,"F",1
0,24,3,"F",1
0,43,5,"F",0
0,37,11,"M",1
0,53,13,"F",0
0,26,4,"F",1
1,30,1,"M",0
0,27,6,"F",1
1,39,9,"F",1
1,37,4,"M",1
1,22,3,"M",1
1,25,0,"F",0
1,28,0,"M",0
0,25,0,"M",1
1,58,1,"F",0
1,29,1,"M",1
0,33,8,"F",0
0,38,0,"F",0
1,38,2,"F",0
0,59,22,"F",1
1,53,0,"M",1
0,33,2,"F",1
1,58,1,"M",0
1,53,2,"F",0
1,32,0,"M",1
0,35,6,"F",1
1,39,1,"F",0
1,42,5,"M",1
0,37,0,"M",0
1,39,0,"F",0
1,52,3,"M",0
1,42,4,"F",1
0,23,6,"F",1
0,42,0,"M",1
0,28,5,"F",0
1,38,12,"F",0
0,43,2,"F",1
0,42,0,"F",0
1,25,0,"M",0
0,32,7,"F",1
0,21,0,"F",1
1,35,1,"M",0
1,37,0,"F",0
0,33,2,"F",0
1,51,4,"F",0
1,39,3,"F",1
0,40,3,"F",0
0,32,17,"F",1
1,32,3,"F",1
0,32,10,"F",1
1,47,5,"M",1
1,23,0,"M",0
1,63,10,"F",1
0,38,16,"F",1
0,32,6,"M",1
0,31,4,"F",1
0,23,0,"F",0
1,47,0,"M",0
1,33,1,"F",1
1,22,1,"F",1
1,40,0,"M",1
0,36,14,"F",1
1,65,0,"M",0
0,22,0,"M",0
1,26,4,"F",1
1,52,2,"F",1
0,34,5,"F",0
0,33,1,"M",1
0,21,1,"F",0
0,46,9,"F",0
1,57,1,"M",0
0,22,2,"F",1
1,48,1,"M",1
0,40,21,"F",0
0,30,1,"F",0
1,21,4,"M",1
0,39,22,"F",1
1,33,0,"M",1
0,24,0,"F",0
0,43,0,"F",1
1,45,0,"M",0
0,51,3,"F",0
0,31,9,"M",1
1,27,0,"M",0
0,32,1,"F",0
1,49,0,"M",0
0,29,2,"F",0
0,23,2,"F",1
1,30,0,"M",0
0,34,13,"F",1
0,33,4,"F",0
0,28,1,"M",0
0,29,1,"F",0
1,38,0,"M",0
1,37,0,"F",0
1,33,0,"M",1
0,51,19,"F",0
0,65,7,"M",0
0,32,1,"M",0
1,38,5,"F",1
0,35,1,"F",0
1,57,1,"F",0
1,26,1,"F",0
0,36,4,"M",1
1,35,3,"F",1
0,33,0,"F",0
1,47,0,"M",0
1,35,1,"M",1
0,36,1,"F",1
1,25,0,"M",0
1,51,6,"F",1
0,24,8,"F",1
1,32,0,"F",1
0,43,8,"F",1
0,45,20,"M",1
0,42,10,"M",1
0,22,1,"F",1
0,49,4,"F",0
0,42,0,"F",1
1,40,0,"M",1
0,25,2,"F",1
1,25,0,"M",1
0,23,0,"F",0
1,21,2,"F",1
1,31,3,"M",0
0,28,0,"M",0
0,24,11,"F",1
1,45,0,"F",0
0,23,2,"M",1
0,39,7,"F",1
0,24,1,"F",0
1,46,1,"F",0
1,47,3,"F",0
0,22,1,"M",1
1,34,0,"M",0
1,33,0,"M",1
0,29,16,"F",1
0,29,0,"M",0
1,25,2,"M",1
1,34,16,"F",1
0,55,1,"F",0
0,27,0,"F",1
0,26,0,"M",0
0,39,19,"F",1
0,24,1,"F",0
1,29,0,"M",0
0,50,13,"F",1
0,31,4,"F",1
1,26,2,"F",1
1,54,2,"F",0
0,33,14,"F",1
0,22,0,"M",1
0,35,8,"F",1
0,25,0,"F",0
0,25,0,"F",0
0,44,0,"F",1
1,29,2,"F",1
1,46,2,"F",1
1,53,0,"M",0
0,24,2,"F",1
0,52,2,"F",1
0,27,0,"M",1
1,41,0,"F",0
0,21,0,"F",1
1,24,1,"F",0
1,23,0,"M",0
0,42,0,"F",0
0,24,5,"F",1
0,26,4,"F",1
1,50,9,"F",1
0,32,3,"M",0
0,40,13,"F",0
0,27,2,"F",0
1,23,0,"F",1
0,37,22,"M",1
0,32,1,"M",1
1,52,4,"M",1
1,29,2,"F",0
0,49,0,"M",0
1,50,0,"F",0
1,26,2,"F",1
1,34,0,"F",1
1,28,1,"F",1
0,30,0,"F",1
0,24,3,"F",1
0,25,0,"M",1
0,25,4,"M",1
1,45,2,"F",0
1,26,1,"F",1
1,40,2,"M",0
0,21,1,"F",1
1,55,0,"M",0
1,22,1,"F",1
0,23,1,"F",0
1,57,9,"F",1
1,33,0,"M",1
1,32,2,"F",0
1,47,3,"F",0
1,51,6,"M",1
0,22,1,"F",0
1,47,2,"F",0
1,28,1,"F",1
0,28,5,"F",0
1,44,1,"M",1
0,25,0,"F",1
0,34,4,"M",0
1,65,0,"M",0
1,33,5,"F",1
1,23,0,"M",0
1,44,0,"M",0
0,24,1,"M",0
1,51,1,"M",0
0,21,0,"F",1
1,39,6,"F",0
0,29,29,"F",1
1,24,1,"F",0
0,23,0,"F",1
0,31,11,"F",1
0,35,0,"M",0
0,39,4,"F",0
1,51,0,"M",0
1,22,1,"F",0
1,29,2,"F",0
1,32,6,"F",1
1,33,3,"M",1
1,58,5,"F",1
0,33,2,"F",1
0,48,10,"F",0
0,23,0,"M",0
1,23,2,"F",1
0,29,0,"M",1
1,48,2,"F",0
1,37,4,"M",1
1,50,3,"F",0
0,19,3,"F",1
0,49,13,"F",0
1,58,2,"F",0
0,31,6,"F",0
0,23,1,"M",0
0,23,0,"F",1
1,31,17,"F",1
1,57,6,"F",0
1,31,0,"M",0
0,57,19,"F",0
1,57,12,"M",0
0,29,6,"M",1
0,30,0,"M",1
0,45,11,"F",0
1,42,0,"F",0
0,29,12,"F",1
1,28,0,"F",0
0,25,1,"M",1
1,34,3,"M",0
0,27,0,"F",0
0,39,4,"F",0
0,27,4,"F",1
1,30,7,"F",1
0,31,15,"M",1
0,20,1,"M",1
1,26,2,"F",1
1,34,0,"F",1
1,27,0,"M",0
0,29,4,"F",1
0,27,7,"F",0
1,24,0,"F",0
0,29,0,"F",1
1,20,0,"F",0
1,23,0,"F",0
0,48,0,"M",0
0,34,0,"M",1
0,46,1,"M",1
1,41,3,"F",0
0,26,3,"F",1
0,37,11,"F",1
1,22,2,"F",0
0,32,7,"F",0
0,44,0,"M",0
0,60,3,"M",0
1,49,0,"F",0
0,30,10,"M",1
1,52,0,"F",0
0,34,0,"F",0
0,55,5,"F",1
0,33,0,"M",0
0,22,0,"F",1
0,27,0,"M",0
0,20,0,"F",1
1,33,0,"F",0
0,26,0,"M",0
0,29,0,"M",0
0,32,1,"M",0
1,37,4,"M",0
0,31,15,"F",0
0,29,6,"F",1
0,31,6,"F",0
1,36,2,"F",0
0,37,1,"F",0
1,34,5,"M",1
1,20,1,"M",1
1,24,8,"F",1
0,29,8,"M",1
0,45,1,"F",0
1,34,2,"F",1
0,70,0,"M",0
0,23,4,"F",0
1,27,5,"M",0
1,44,6,"F",1
0,26,0,"M",0
1,23,2,"M",0
0,27,3,"F",1
1,46,1,"F",1
0,27,1,"F",0
1,45,7,"F",0
0,42,1,"M",0
1,24,3,"M",1
0,20,2,"F",1
1,49,3,"F",0
1,52,1,"F",0
0,26,1,"M",1
0,53,15,"F",1
0,38,0,"M",1
0,25,1,"F",0
0,21,1,"F",1
0,48,0,"M",0
0,22,0,"F",1
1,38,2,"M",0
1,44,0,"M",1
1,64,0,"M",0
1,38,5,"M",1
0,49,1,"F",0
0,51,3,"F",0
0,50,0,"F",0
1,33,2,"M",0
1,54,0,"M",0
0,42,17,"M",1
1,34,3,"F",0
1,38,2,"F",1
0,21,1,"F",1
0,33,5,"F",0
0,32,9,"M",1
1,45,1,"M",0
1,30,1,"F",1
0,29,0,"F",0
1,51,0,"M",1
0,28,0,"F",0
1,27,1,"F",0
0,30,0,"F",0
0,32,0,"M",0
1,27,5,"F",0
0,21,0,"F",0
1,34,0,"F",1
0,24,7,"F",1
1,32,0,"M",0
1,38,5,"F",1
0,56,3,"M",0
0,44,0,"M",0
0,31,1,"M",1
1,25,6,"F",0
0,20,0,"M",0
0,35,1,"M",0
0,33,1,"F",1
0,24,0,"M",0
0,27,9,"F",1
0,38,9,"F",1
1,20,0,"F",1
0,30,9,"F",1
1,36,9,"F",1
0,23,2,"M",1
0,39,21,"F",1
1,29,3,"F",1
1,58,2,"M",1
1,23,3,"M",1
0,68,5,"F",0
1,26,2,"M",0
0,51,0,"F",1
0,25,0,"M",0
0,40,5,"F",1
0,51,14,"F",0
0,27,2,"M",1
0,49,11,"M",1
0,20,0,"F",0
0,21,2,"F",1
0,31,0,"F",0
0,57,0,"M",0
1,61,8,"F",1
0,54,3,"F",1
1,39,0,"F",0
0,24,1,"F",0
0,48,8,"F",1
0,30,6,"M",1
0,26,10,"F",1
0,37,12,"F",1
0,26,4,"F",1
0,29,7,"M",1
0,26,1,"M",1
0,60,2,"F",0
1,27,2,"F",1
1,22,1,"F",0
0,28,3,"F",0
0,33,13,"F",1
0,28,2,"F",1
1,55,0,"M",1
0,21,6,"F",1
1,29,6,"F",1
0,24,2,"M",1
0,50,12,"F",1
0,24,1,"M",1
0,47,1,"F",0
1,54,6,"F",0
1,42,0,"M",0
1,35,5,"F",0
0,30,0,"F",1
1,53,1,"F",0
0,31,2,"M",0
0,31,0,"F",1
0,47,9,"F",1
0,24,9,"M",1
0,22,2,"F",0
0,30,2,"F",0
1,43,22,"M",1
0,50,0,"M",0
1,42,3,"F",0
1,29,1,"F",1
0,25,5,"F",1
0,36,4,"F",0
0,24,1,"M",1
1,28,5,"F",0
1,31,0,"M",1
0,23,0,"F",0
1,29,4,"M",1
0,51,11,"M",1
0,34,1,"F",0
0,29,12,"F",1
0,39,13,"F",1
0,59,15,"M",1
0,23,3,"F",1
0,31,15,"F",0
1,53,0,"M",0
0,34,12,"F",0
0,63,1,"F",0
0,21,0,"F",1
1,47,28,"F",1
0,34,7,"F",1
1,58,4,"F",1
0,36,16,"F",1
0,23,0,"M",1
0,34,5,"F",1
1,56,13,"F",0
1,52,0,"F",0
0,56,0,"F",0
0,37,0,"M",0
1,50,0,"M",0
0,25,1,"F",1
0,22,0,"F",1
1,43,0,"M",1
1,30,1,"M",0
1,24,0,"F",0
0,29,7,"M",1
1,24,0,"F",0
0,74,0,"F",0
0,27,8,"M",1
1,29,5,"F",0
0,35,5,"F",0
0,29,1,"M",1
1,36,1,"F",0
1,26,2,"F",0
0,26,1,"F",0
1,39,11,"F",1
0,22,3,"F",1
1,28,0,"F",0
1,51,1,"F",1
0,23,0,"M",0
0,29,6,"F",1
0,24,1,"M",1
0,33,5,"F",0
1,21,1,"F",1
1,59,3,"M",0
1,26,4,"F",1
0,21,1,"F",1
0,52,0,"M",1
0,56,12,"F",1
1,40,1,"M",0
1,48,8,"M",1
0,26,0,"F",0
1,66,1,"F",1
0,54,6,"F",0
1,31,4,"M",1
1,34,0,"F",1
0,25,9,"F",1
1,47,2,"F",0
0,51,12,"F",1
1,25,1,"F",0
0,31,2,"F",1
1,36,1,"F",1
1,49,0,"M",0
0,31,0,"F",0
1,30,1,"F",0
0,29,3,"F",1
1,53,6,"F",1
0,21,1,"F",1
0,21,0,"F",0
0,27,1,"F",1
0,65,0,"F",0
1,59,0,"M",0
0,59,0,"M",0
0,24,0,"M",0
