"race","age","priors_count","c_charge_degree","is_recid"
0,40,0,"F",0
0,51,0,"F",1
0,34,10,"F",1
0,52,1,"F",0
0,38,2,"F",1
0,22,0,"F",0
0,43,0,"F",0
1,32,5,"F",1
0,55,0,"F",0
0,26,2,"F",1
1,23,1,"M",0
1,28,1,"M",1
0,26,0,"F",0
1,28,1,"M",1
0,43,0,"F",1
0,33,21,"M",1
1,21,0,"M",0
1,32,0,"M",0
0,22,1,"F",1
0,51,3,"F",0
0,20,2,"F",1
1,35,2,"F",0
0,37,3,"F",0
0,28,0,"M",1
1,41,3,"M",1
0,24,0,"M",1
0,33,3,"M",0
1,30,4,"F",0
0,20,1,"F",1
0,42,1,"F",0
0,40,15,"F",1
0,39,0,"F",1
0,21,0,"F",0
1,39,2,"F",1
1,24,0,"F",0
0,41,0,"F",0
0,39,1,"F",0
0,24,3,"F",0
0,24,1,"F",0
0,29,0,"M",1
1,25,2,"M",1
1,23,0,"F",1
0,22,1,"F",1
0,26,3,"M",1
0,24,3,"M",1
0,44,0,"M",0
1,36,1,"F",1
1,39,10,"F",1
1,42,0,"F",0
1,45,1,"M",0
0,25,7,"F",1
1,33,0,"F",0
1,25,0,"M",0
0,32,5,"F",0
0,23,0,"F",0
1,39,0,"M",0
0,27,12,"F",1
1,35,4,"M",0
0,38,0,"M",0
0,30,4,"F",0
1,30,1,"F",0
1,30,0,"M",0
0,26,18,"F",1
0,31,2,"F",1
0,25,0,"M",0
1,26,1,"F",0
0,38,2,"F",1
0,37,0,"M",0
1,34,3,"M",0
0,31,0,"M",0
1,29,0,"M",0
1,20,1,"F",1
0,22,0,"F",0
0,24,2,"M",1
0,47,0,"F",1
0,36,1,"F",1
0,21,1,"M",0
0,25,3,"M",1
0,23,5,"F",1
1,24,0,"M",0
1,35,2,"F",1
0,19,0,"M",1
1,32,0,"F",1
1,39,0,"M",1
0,30,12,"F",1
0,33,2,"F",0
1,36,0,"M",0
0,29,8,"F",1
1,40,0,"F",0
0,53,4,"F",0
1,28,0,"M",0
0,27,9,"F",1
1,55,0,"F",0
0,22,1,"M",0
0,34,1,"F",0
1,55,1,"M",0
0,47,21,"M",1
0,61,12,"F",0
0,57,3,"F",0
1,38,2,"M",0
1,25,13,"F",1
0,23,0,"F",1
1,23,3,"F",0
0,20,0,"F",0
1,44,1,"F",0
1,38,1,"M",0
0,56,5,"F",1
1,43,2,"F",1
0,22,0,"F",1
0,29,0,"F",0
0,22,1,"F",1
0,23,3,"F",1
1,24,1,"F",0
0,21,2,"F",0
0,29,0,"M",0
1,51,0,"M",1
0,25,1,"F",0
0,62,22,"F",1
0,25,0,"F",1
1,27,2,"F",0
1,22,3,"F",1
1,21,0,"F",1
1,39,2,"F",1
0,43,8,"F",1
0,22,0,"M",1
0,28,4,"F",0
1,43,0,"F",1
1,27,7,"F",1
1,31,1,"F",1
0,28,0,"M",0
1,58,3,"M",0
1,22,0,"F",1
0,31,5,"F",1
0,33,0,"F",0
0,26,6,"M",1
0,23,1,"M",0
1,32,11,"F",0
1,22,0,"F",0
0,35,2,"F",0
1,47,1,"F",1
0,29,17,"F",1
1,54,1,"M",0
1,29,0,"F",0
0,51,17,"F",1
0,36,0,"M",0
1,35,3,"M",1
0,20,1,"F",1
0,25,0,"F",0
0,29,2,"M",0
1,39,0,"M",0
0,30,1,"F",1
0,23,0,"F",0
0,23,1,"F",0
0,30,21,"F",1
0,33,18,"F",1
0,30,9,"F",1
0,23,1,"F",0
0,27,0,"F",1
0,38,10,"M",0
0,42,1,"F",0
0,31,0,"F",0
0,23,2,"F",1
1,31,1,"F",1
0,43,1,"M",1
1,39,0,"F",0
0,31,0,"M",0
1,22,3,"F",1
0,33,0,"F",0
0,23,1,"F",1
1,29,0,"F",0
1,62,2,"F",0
0,56,1,"F",1
0,24,4,"F",1
1,44,0,"M",0
0,22,2,"F",1
0,28,4,"F",1
0,30,0,"F",0
1,32,1,"M",1
1,51,3,"F",0
0,21,0,"F",0
0,21,2,"F",1
0,27,3,"F",1
0,31,0,"F",0
0,33,0,"M",1
1,49,2,"F",0
1,20,0,"M",0
0,31,10,"F",1
0,25,5,"F",1
0,23,4,"F",1
1,26,0,"M",0
1,28,1,"M",0
0,28,13,"F",1
1,39,0,"F",1
0,52,4,"M",0
0,30,2,"F",1
0,21,0,"M",1
0,25,2,"M",1
0,22,0,"F",0
0,61,20,"M",1
1,24,2,"F",0
1,26,2,"F",1
0,34,6,"F",0
0,45,12,"M",1
0,54,4,"F",1
0,51,8,"M",0
0,28,0,"F",0
1,23,0,"F",0
1,30,0,"F",1
0,25,0,"M",1
1,25,2,"F",0
1,28,2,"F",0
0,32,0,"M",1
0,35,7,"F",0
0,49,0,"M",1
1,36,5,"F",1
0,33,16,"M",1
1,58,1,"M",0
0,22,2,"F",1
1,28,2,"F",1
0,26,6,"F",1
1,36,3,"F",1
1,23,0,"F",0
0,22,0,"F",1
0,26,0,"F",0
0,25,1,"F",0
0,28,0,"M",1
0,56,1,"F",0
0,36,0,"F",0
1,51,0,"M",0
0,35,9,"F",0
1,24,0,"M",1
0,27,6,"M",1
1,22,2,"F",1
1,23,4,"M",1
1,27,0,"M",1
0,31,8,"F",1
1,25,3,"F",0
1,52,0,"M",0
1,24,0,"F",0
1,38,2,"F",0
0,20,3,"F",1
0,34,2,"F",0
0,25,11,"M",1
1,24,0,"F",0
1,49,4,"M",1
0,27,15,"F",1
0,28,10,"F",1
1,55,0,"F",0
1,47,3,"M",1
0,55,10,"M",1
0,22,0,"F",1
0,32,9,"F",1
1,55,0,"F",1
0,23,3,"M",0
1,54,2,"F",1
0,27,0,"M",1
0,29,5,"F",1
1,45,0,"M",0
1,40,4,"F",1
0,38,7,"F",1
0,26,3,"F",1
0,37,0,"F",0
1,41,1,"F",0
0,57,1,"F",0
0,34,3,"M",0
0,29,1,"F",1
1,22,1,"F",1
0,22,0,"M",1
0,21,0,"M",0
1,56,1,"M",0
0,48,4,"F",0
1,27,2,"F",1
0,23,5,"F",1
0,47,3,"F",1
0,33,6,"M",1
1,58,1,"F",0
0,33,1,"F",0
0,40,2,"M",0
1,22,0,"F",1
1,39,2,"F",0
1,35,1,"F",0
0,43,7,"F",1
0,26,2,"F",1
1,39,1,"F",0
0,36,16,"M",1
1,21,0,"M",1
0,53,6,"F",1
1,37,0,"F",0
0,21,1,"F",1
0,28,1,"F",0
0,21,1,"F",0
0,56,0,"F",0
1,30,3,"M",0
1,27,0,"F",1
0,27,1,"F",0
0,41,7,"M",1
0,30,7,"M",1
0,32,7,"F",1
0,32,3,"F",0
1,34,5,"F",1
0,46,3,"F",0
0,24,1,"F",1
0,32,7,"F",1
1,43,6,"F",1
1,50,3,"F",0
1,30,4,"F",1
0,37,3,"M",0
1,40,3,"M",0
1,53,0,"M",0
0,33,4,"M",0
0,22,0,"M",0
0,27,2,"M",1
0,25,5,"M",1
1,24,2,"F",0
0,24,2,"F",1
0,26,1,"F",0
0,26,3,"F",1
1,20,0,"F",1
0,27,4,"M",1
1,24,1,"F",1
0,26,8,"F",1
1,26,5,"M",0
0,64,13,"M",0
1,24,0,"F",0
1,57,0,"M",0
1,46,0,"M",0
0,56,16,"F",0
1,39,0,"M",0
1,68,4,"M",0
0,28,1,"M",1
0,39,19,"M",1
1,38,0,"M",0
0,25,3,"M",0
1,25,2,"F",0
0,21,3,"F",1
1,31,2,"F",0
0,33,3,"F",1
0,26,20,"F",1
0,35,13,"F",0
0,34,19,"M",0
0,42,1,"F",0
0,26,9,"F",1
0,36,2,"F",1
0,41,24,"F",1
1,27,0,"F",0
1,45,3,"F",1
1,34,5,"F",1
1,25,6,"F",1
0,24,2,"M",1
0,27,2,"F",0
1,30,2,"M",1
1,22,3,"F",1
0,27,0,"F",0
0,41,19,"F",1
1,30,0,"F",0
0,24,3,"F",1
0,39,0,"M",1
0,32,3,"F",1
1,29,0,"F",1
0,26,24,"F",1
0,24,2,"F",1
0,20,4,"F",1
0,25,1,"M",1
1,31,0,"F",1
0,25,0,"M",1
1,41,0,"F",1
1,25,0,"F",0
0,25,2,"F",1
0,22,1,"F",1
0,25,0,"F",0
0,38,0,"M",0
1,49,4,"M",0
1,35,2,"M",0
1,21,1,"F",0
0,24,11,"M",1
1,28,3,"F",0
0,34,4,"F",1
0,57,8,"M",1
0,40,15,"F",1
0,22,2,"M",1
0,37,3,"M",1
0,43,0,"F",0
0,26,5,"F",1
1,24,2,"F",1
1,56,1,"F",1
0,23,2,"F",1
1,43,12,"F",0
0,21,0,"F",1
0,51,2,"F",0
0,20,0,"M",1
0,42,17,"F",1
0,30,2,"M",0
1,28,4,"M",1
1,24,9,"M",1
0,22,1,"F",1
1,50,1,"F",0
0,30,5,"M",1
1,28,0,"F",1
0,21,3,"F",1
1,51,0,"F",0
0,21,1,"F",0
1,29,0,"F",1
1,43,0,"M",0
0,22,1,"F",0
0,52,0,"F",1
0,36,0,"F",0
0,24,0,"F",0
0,26,5,"F",0
0,27,8,"M",1
1,19,0,"M",1
1,26,2,"F",0
0,29,0,"F",0
1,29,20,"F",1
0,38,1,"F",1
0,34,5,"F",0
0,29,1,"M",0
0,24,1,"F",1
1,50,0,"F",0
0,24,0,"M",1
0,31,0,"F",0
0,36,13,"F",1
0,32,13,"M",1
0,42,1,"M",1
0,22,0,"F",0
0,26,5,"F",1
0,26,10,"F",1
1,53,3,"M",1
0,23,2,"F",1
1,22,0,"F",0
1,27,0,"M",0
1,42,2,"F",1
0,31,4,"F",1
1,80,0,"M",0
0,68,6,"M",0
0,23,1,"F",0
0,36,4,"F",1
1,24,0,"F",0
1,21,0,"F",1
0,26,3,"M",1
0,30,8,"F",1
1,36,1,"F",0
0,21,0,"F",1
0,31,1,"M",0
0,20,0,"F",1
1,49,4,"M",1
1,24,0,"F",0
0,20,0,"F",1
1,44,1,"M",1
0,25,1,"F",0
1,41,11,"F",1
0,25,1,"F",0
0,33,0,"F",0
0,20,0,"F",1
0,21,1,"F",1
1,44,3,"F",0
0,23,1,"F",1
0,35,0,"M",1
0,41,0,"M",0
0,30,1,"F",0
0,36,7,"F",1
0,26,1,"F",1
1,23,0,"M",1
0,43,9,"M",0
0,30,3,"F",1
1,44,1,"F",1
1,39,1,"F",0
0,31,6,"F",1
1,63,5,"M",0
0,66,11,"F",1
1,24,3,"F",0
1,21,2,"M",1
1,48,0,"F",0
0,37,0,"F",0
0,21,0,"M",1
1,64,0,"M",0
1,22,0,"M",0
1,43,8,"F",0
1,25,3,"F",1
1,33,10,"F",0
0,26,1,"F",0
1,33,1,"M",0
0,44,0,"F",0
0,31,0,"F",0
1,50,9,"M",1
0,33,16,"F",1
0,31,1,"F",1
0,43,2,"M",0
0,27,0,"M",1
0,31,6,"M",1
0,26,2,"F",1
0,20,4,"F",1
0,29,6,"F",0
0,31,11,"F",1
1,59,0,"M",0
0,49,1,"M",1
1,36,11,"M",1
0,23,1,"F",0
1,46,26,"F",1
1,59,2,"M",1
0,34,0,"F",0
0,54,1,"F",0
0,24,3,"F",1
1,22,0,"F",1
0,36,0,"F",0
1,61,0,"M",0
0,38,0,"M",0
0,32,0,"F",0
1,37,1,"F",1
0,21,4,"F",0
0,57,0,"F",1
0,68,2,"F",0
0,24,0,"M",0
0,46,3,"F",1
1,41,1,"F",1
0,25,8,"F",1
0,24,7,"F",1
0,41,1,"F",0
1,33,1,"F",0
0,23,0,"F",0
1,47,28,"F",1
1,51,0,"F",0
1,36,1,"M",0
0,43,0,"M",0
0,26,4,"F",1
0,60,1,"F",0
0,24,0,"M",1
1,20,0,"F",1
1,28,0,"M",0
0,28,7,"F",1
1,58,2,"M",1
0,24,2,"F",1
0,37,0,"F",0
0,28,8,"F",1
1,46,14,"F",1
1,45,2,"M",0
0,20,2,"F",1
0,52,0,"M",0
0,29,0,"M",0
0,34,11,"F",1
0,24,0,"F",1
0,28,6,"F",1
0,28,2,"F",1
0,29,0,"F",0
1,55,2,"F",0
1,24,3,"F",1
0,20,0,"F",0
0,23,0,"M",0
0,44,6,"F",1
0,34,8,"F",1
0,55,0,"M",1
0,23,0,"F",1
0,23,3,"F",1
0,77,0,"M",0
1,52,3,"M",0
0,34,8,"F",1
1,30,2,"M",1
0,30,3,"M",1
0,26,0,"F",1
1,51,1,"M",0
0,34,2,"F",1
1,23,0,"F",0
1,32,2,"F",0
0,38,8,"M",0
0,21,0,"F",1
1,53,8,"M",1
1,34,1,"F",0
1,25,5,"F",1
0,54,1,"M",0
1,25,2,"M",1
0,22,0,"F",1
0,23,2,"F",1
1,27,1,"M",1
0,45,7,"F",0
1,31,9,"F",1
1,45,1,"M",0
0,28,12,"F",0
0,24,1,"F",1
1,28,6,"M",1
0,41,2,"F",0
0,35,3,"M",1
0,20,1,"F",1
0,32,19,"F",1
0,28,2,"F",0
0,33,7,"F",1
0,26,8,"F",1
0,22,1,"M",1
0,25,4,"F",0
1,23,1,"M",0
0,30,2,"F",1
0,25,11,"M",1
0,33,3,"F",1
1,35,3,"M",1
1,34,13,"F",1
0,37,2,"F",1
1,55,0,"F",1
1,43,1,"M",0
0,27,27,"M",1
0,26,7,"F",0
1,42,4,"M",1
1,41,1,"F",0
0,21,2,"M",1
0,30,4,"M",1
1,30,1,"F",0
1,45,0,"F",1
0,23,2,"F",1
0,31,2,"F",1
0,40,8,"M",1
0,33,1,"F",0
0,40,11,"M",1
1,56,1,"F",0
0,21,0,"M",1
0,51,4,"F",0
1,36,0,"M",0
1,30,0,"M",0
1,21,0,"F",0
0,41,3,"M",1
1,22,0,"F",1
0,40,2,"F",0
0,37,2,"F",0
0,37,0,"F",0
0,23,2,"F",1
0,19,1,"F",1
1,26,1,"F",1
0,25,0,"M",0
1,39,17,"F",1
1,36,0,"F",1
0,26,6,"M",0
0,51,8,"M",1
0,20,0,"F",0
1,43,0,"M",0
0,22,0,"F",1
1,24,0,"M",1
0,35,2,"F",0
1,55,0,"M",0
0,52,0,"M",0
0,33,0,"M",0
0,32,3,"F",1
0,20,5,"F",1
0,67,8,"F",0
0,31,7,"M",0
1,21,0,"F",1
0,30,4,"M",0
1,55,0,"M",0
0,25,0,"F",0
0,25,0,"F",0
0,27,10,"F",1
0,22,0,"F",0
0,37,8,"F",0
1,68,7,"F",1
1,37,0,"F",0
1,22,5,"M",1
0,30,4,"M",0
0,34,1,"M",0
1,37,4,"M",1
0,41,8,"F",1
1,36,2,"M",0
1,26,2,"F",0
1,24,0,"F",0
0,27,0,"F",0
1,37,0,"M",0
0,23,3,"F",1
1,58,5,"M",0
1,62,1,"M",1
0,41,0,"F",0
0,33,0,"M",0
0,33,12,"F",1
0,41,14,"F",1
1,26,3,"F",1
1,33,0,"F",0
0,25,0,"M",0
0,37,0,"M",1
1,23,11,"F",1
0,21,0,"M",0
1,45,21,"F",1
1,37,13,"F",0
0,24,2,"M",0
0,35,0,"F",0
0,22,0,"F",1
1,29,10,"F",1
0,41,6,"F",1
0,51,19,"F",1
0,26,1,"F",1
0,46,2,"M",0
1,41,0,"F",0
1,31,9,"F",1
0,25,2,"F",0
0,27,1,"M",0
0,31,13,"F",1
1,23,0,"M",0
0,52,7,"M",1
0,29,6,"F",1
1,40,10,"F",1
1,49,0,"F",0
1,49,8,"F",0
0,24,3,"F",1
0,41,7,"M",1
0,27,3,"M",1
0,40,1,"F",1
1,47,0,"M",1
1,20,0,"F",1
0,21,2,"M",1
0,44,8,"M",1
1,41,0,"M",0
0,31,5,"M",1
0,67,0,"F",0
1,42,1,"M",0
0,25,0,"F",0
1,23,6,"F",1
0,27,13,"F",1
0,23,2,"F",0
1,33,2,"F",0
1,41,0,"M",0
1,31,1,"F",0
0,21,2,"F",1
0,53,5,"F",0
0,36,1,"M",0
1,58,10,"M",1
1,62,0,"F",0
1,25,4,"F",0
0,51,15,"F",1
1,46,2,"F",0
0,28,4,"M",1
1,24,2,"F",1
1,32,6,"F",0
0,23,2,"F",1
1,58,0,"M",0
0,59,8,"F",1
0,20,0,"F",1
1,57,0,"M",1
1,37,1,"F",1
0,43,0,"F",1
0,36,1,"M",0
1,59,0,"M",0
1,35,4,"F",1
0,29,5,"F",1
0,21,0,"M",0
1,28,0,"M",0
0,34,5,"M",1
0,42,16,"F",0
0,21,3,"F",1
0,69,1,"F",1
1,49,1,"M",0
1,24,0,"M",0
0,27,4,"F",1
0,55,1,"M",0
0,24,7,"M",1
1,21,1,"F",0
1,28,0,"F",1
0,34,4,"M",0
0,27,2,"F",1
0,37,12,"M",0
1,23,0,"F",0
0,27,5,"F",1
0,50,1,"F",0
0,22,1,"F",0
0,43,1,"F",1
1,29,0,"M",1
1,61,1,"F",1
0,34,1,"F",0
0,31,16,"F",1
1,21,0,"F",0
0,23,1,"F",1
0,24,1,"M",1
0,30,1,"F",0
0,32,17,"F",1
1,61,0,"M",0
1,27,3,"M",0
1,60,0,"M",0
0,23,1,"M",0
1,40,0,"M",0
1,30,0,"F",0
0,20,0,"F",0
0,24,0,"M",1
0,30,5,"M",0
0,20,0,"M",1
0,25,0,"M",0
1,38,0,"M",1
0,29,0,"F",1
1,38,1,"M",1
0,27,1,"F",1
1,21,0,"M",1
0,24,1,"F",0
1,53,3,"F",1
1,36,4,"F",1
0,64,8,"M",1
0,23,0,"M",1
1,26,3,"M",0
1,48,0,"F",0
0,21,0,"F",0
0,20,0,"F",1
0,37,17,"M",0
1,51,8,"F",1
1,47,2,"F",1
0,27,2,"F",1
0,45,16,"F",0
1,41,0,"F",1
1,31,3,"M",1
1,39,1,"F",0
1,33,0,"F",0
0,21,1,"F",1
0,27,3,"M",0
1,24,0,"M",0
0,29,3,"M",1
1,21,0,"F",1
1,31,14,"F",0
1,62,0,"M",0
1,39,3,"F",1
1,56,2,"M",0
0,28,6,"F",0
0,26,6,"F",1
0,24,5,"F",1
0,28,7,"F",0
0,36,1,"M",0
1,38,0,"M",0
0,23,1,"F",0
1,28,5,"M",1
1,29,7,"F",1
0,29,0,"M",0
0,29,11,"F",1
0,34,8,"M",1
0,26,6,"F",1
0,58,0,"F",0
1,48,0,"M",1
0,30,1,"F",1
0,44,0,"F",0
1,36,5,"F",0
0,29,11,"F",1
0,53,3,"F",1
0,35,8,"M",0
1,39,3,"F",0
1,26,2,"F",1
0,26,10,"F",1
0,28,8,"M",1
1,21,3,"M",1
0,37,8,"F",1
0,22,12,"F",1
0,28,12,"F",1
1,56,0,"M",0
1,30,0,"F",0
0,27,2,"F",0
1,27,6,"F",0
0,43,15,"M",1
0,53,5,"F",0
0,27,6,"F",1
0,26,6,"M",0
1,24,1,"F",0
0,30,0,"F",0
0,26,4,"F",1
0,24,3,"M",1
0,54,4,"F",0
0,36,13,"F",1
0,21,1,"F",1
1,26,10,"F",1
1,26,10,"M",1
1,45,0,"F",0
1,47,1,"M",0
0,31,2,"F",0
0,21,0,"F",1
0,28,1,"M",1
1,29,9,"F",1
0,28,2,"F",0
1,25,1,"M",1
0,22,0,"F",1
0,21,0,"F",0
1,48,0,"F",1
0,25,4,"F",1
0,37,7,"F",0
1,31,5,"F",1
0,24,0,"M",0
0,30,15,"F",1
1,47,5,"M",0
1,66,2,"M",0
0,51,21,"F",1
1,28,3,"F",1
0,35,1,"M",0
0,24,0,"F",0
1,36,0,"F",0
0,21,0,"F",1
0,27,7,"F",1
0,28,18,"F",1
1,39,16,"F",1
0,19,0,"F",1
0,40,2,"F",0
1,30,5,"F",1
1,28,0,"F",1
1,27,0,"M",0
0,25,7,"F",0
0,24,0,"F",0
1,44,0,"F",0
0,44,0,"F",0
0,23,0,"M",0
1,31,2,"F",1
0,27,0,"F",0
1,26,1,"F",1
0,57,16,"M",1
1,55,0,"F",0
1,36,7,"F",1
0,30,18,"M",1
0,34,0,"F",1
0,24,1,"F",0
0,42,7,"F",0
1,34,12,"F",1
1,40,6,"F",0
1,31,3,"M",1
1,27,1,"M",0
0,37,3,"M",0
0,25,1,"F",0
1,45,2,"F",0
1,31,1,"F",0
0,23,0,"F",0
0,21,0,"F",0
0,28,6,"M",1
0,35,0,"F",0
0,29,4,"F",1
0,23,2,"F",1
0,28,7,"F",1
1,34,0,"M",1
1,32,5,"F",1
0,25,2,"F",0
1,34,15,"F",0
0,47,4,"F",1
0,30,4,"F",0
1,22,0,"M",1
0,47,7,"F",1
1,37,3,"F",0
0,37,8,"M",0
0,26,7,"F",1
1,31,0,"M",0
1,20,0,"F",1
0,22,0,"F",1
0,33,14,"F",1
0,30,1,"M",0
1,27,5,"F",1
0,24,2,"M",1
0,29,0,"M",0
1,24,0,"F",0
0,36,1,"F",0
0,23,0,"M",1
0,21,1,"F",1
0,29,6,"F",1
0,29,4,"M",1
0,26,0,"M",0
1,50,7,"M",1
0,32,1,"F",0
0,30,1,"F",0
0,25,0,"F",0
1,44,10,"F",1
0,58,0,"F",1
0,24,5,"F",0
0,20,1,"F",1
1,29,0,"M",1
1,21,1,"F",0
1,46,1,"F",0
0,29,17,"F",1
0,30,0,"F",1
0,55,8,"F",1
1,47,2,"M",0
0,30,13,"F",1
0,24,4,"F",1
1,45,0,"F",1
0,26,2,"M",0
1,42,0,"M",0
0,34,1,"M",0
0,21,0,"M",1
1,69,2,"M",0
1,24,5,"F",1
0,45,1,"M",0
0,25,8,"M",1
0,52,2,"M",0
1,30,0,"F",0
0,38,2,"M",1
0,23,4,"F",1
0,22,0,"F",0
0,35,6,"F",0
0,24,0,"F",1
0,35,1,"M",1
0,25,2,"F",0
1,58,3,"M",0
0,27,7,"F",1
0,24,6,"F",1
1,33,2,"M",0
1,44,4,"F",0
0,30,3,"F",0
1,28,0,"F",0
0,34,1,"F",0
0,26,1,"F",1
0,23,0,"F",0
1,29,11,"F",1
0,31,0,"M",0
0,30,14,"F",1
1,21,2,"F",1
0,44,0,"F",0
0,52,0,"F",0
0,30,6,"F",1
0,31,9,"F",1
0,21,2,"F",1
1,77,1,"M",0
1,61,4,"F",0
0,41,0,"M",0
1,24,0,"M",0
0,34,5,"F",1
0,25,6,"M",1
0,30,1,"F",0
1,55,1,"F",1
1,32,0,"F",1
0,53,5,"M",0
1,50,1,"M",0
0,36,7,"F",1
0,35,16,"F",1
1,25,0,"M",0
1,31,2,"M",0
0,26,1,"F",0
1,25,0,"M",0
0,32,0,"M",0
1,40,5,"F",0
0,35,0,"F",0
0,27,2,"F",0
0,33,12,"F",1
1,30,2,"F",0
0,30,0,"F",0
0,41,19,"F",1
1,29,0,"F",0
1,25,0,"F",0
1,50,0,"F",0
1,35,4,"F",0
0,37,17,"F",1
0,43,4,"F",1
1,29,12,"M",1
1,61,0,"F",0
0,22,4,"F",1
1,27,2,"F",1
0,34,1,"M",0
0,20,0,"M",1
0,30,0,"M",0
0,43,0,"M",0
1,51,4,"F",1
0,42,7,"F",1
1,24,0,"M",0
1,36,12,"F",0
1,39,0,"F",1
0,32,2,"M",0
0,38,0,"M",0
0,27,8,"F",1
1,30,0,"F",1
1,43,0,"M",1
0,30,8,"M",1
1,26,1,"M",1
1,37,3,"F",0
1,25,5,"F",1
1,65,1,"F",1
1,29,1,"F",0
1,32,3,"F",0
0,21,8,"F",1
1,21,1,"F",0
1,47,13,"M",1
0,36,4,"F",0
0,25,6,"F",1
