"race","age","priors_count","c_charge_degree","is_recid"
1,32,4,"M",1
1,43,1,"F",0
0,27,2,"F",0
0,26,8,"M",1
0,21,1,"F",0
0,40,23,"M",1
1,38,3,"M",0
0,41,7,"F",0
1,25,7,"F",1
1,21,1,"F",0
1,74,0,"M",0
1,41,5,"M",1
0,30,1,"M",0
1,33,3,"F",1
1,24,2,"M",0
1,29,0,"M",0
1,42,0,"F",1
1,30,1,"F",0
0,33,0,"F",0
0,21,2,"F",1
1,41,9,"M",1
0,28,5,"M",0
0,52,3,"F",0
0,25,0,"F",1
0,27,0,"M",1
1,35,0,"F",0
0,40,2,"M",1
0,24,2,"M",1
0,24,10,"F",1
1,50,1,"F",0
0,21,1,"F",1
0,24,2,"F",1
0,29,3,"M",0
1,25,0,"M",0
0,38,0,"F",1
1,46,1,"F",0
0,33,9,"M",1
0,39,3,"F",1
0,35,4,"F",0
1,49,12,"F",1
1,27,0,"M",0
0,22,2,"F",0
0,29,0,"F",1
0,31,0,"M",0
1,65,0,"F",0
1,24,6,"F",0
0,46,0,"M",0
0,20,0,"F",1
0,29,16,"F",1
0,29,7,"F",1
1,56,3,"F",0
0,21,0,"F",0
0,40,0,"F",1
0,22,2,"M",1
1,39,0,"M",0
0,22,1,"F",1
1,36,1,"F",0
0,30,0,"F",0
0,36,0,"M",0
0,32,0,"F",0
0,34,5,"F",1
1,52,0,"M",0
1,20,1,"F",1
0,38,5,"M",0
1,46,0,"M",0
0,27,0,"F",1
0,20,2,"F",1
1,29,1,"F",1
0,35,7,"F",1
1,37,1,"M",1
1,63,0,"F",0
0,27,1,"F",1
0,27,0,"F",0
0,24,2,"M",1
1,25,4,"F",1
0,27,0,"M",0
0,48,0,"M",0
0,26,1,"M",0
1,23,1,"F",1
1,22,3,"M",1
0,41,0,"F",0
0,21,0,"F",0
0,39,3,"M",0
1,46,0,"M",0
0,36,2,"F",1
1,32,0,"M",0
0,38,17,"M",1
0,22,1,"F",1
1,69,0,"M",1
0,26,2,"F",0
0,27,1,"M",1
0,22,2,"F",1
1,43,0,"F",0
1,55,0,"M",0
0,20,1,"F",0
0,22,1,"M",1
1,33,9,"F",1
1,55,7,"F",0
0,22,1,"F",0
0,55,1,"F",0
1,43,0,"F",1
0,21,0,"F",1
0,23,0,"F",0
1,28,1,"M",0
0,39,1,"F",1
1,79,1,"M",0
1,48,1,"F",0
0,31,5,"M",0
1,30,4,"M",1
0,32,5,"F",1
1,56,1,"M",0
0,43,2,"M",0
0,27,21,"F",1
0,41,0,"M",0
0,43,3,"M",1
0,33,1,"F",0
0,22,0,"F",0
0,34,3,"F",0
1,36,0,"M",0
1,69,0,"F",0
1,32,5,"F",1
0,22,1,"F",1
1,46,0,"F",0
1,34,1,"M",0
0,39,0,"M",0
0,25,6,"M",1
0,63,9,"F",1
1,24,8,"F",1
1,29,2,"M",1
0,20,3,"F",1
1,40,0,"M",0
0,30,7,"F",1
1,50,5,"F",1
0,37,4,"M",1
0,34,1,"F",0
0,31,1,"M",1
1,23,10,"F",1
1,37,2,"F",1
1,26,2,"F",0
0,34,12,"F",1
1,59,2,"M",1
1,37,2,"M",0
1,45,1,"F",1
0,22,1,"F",0
0,24,3,"F",1
0,25,5,"F",0
0,24,6,"F",1
0,20,1,"M",1
1,32,2,"F",1
0,49,3,"F",1
1,31,11,"F",1
1,58,7,"F",1
0,26,11,"F",1
0,20,1,"F",0
1,51,1,"M",1
0,30,2,"M",0
0,26,2,"F",0
1,26,0,"F",0
0,26,5,"F",0
1,20,0,"F",0
0,28,0,"F",1
0,23,1,"M",1
0,21,0,"M",0
1,30,0,"F",0
1,21,2,"F",1
1,20,1,"F",1
1,24,5,"F",1
0,35,22,"F",1
1,50,2,"F",1
0,25,5,"M",0
0,31,12,"M",1
0,26,0,"F",0
0,22,0,"F",0
0,29,0,"F",0
1,52,1,"F",0
0,21,0,"F",1
1,21,1,"F",0
1,20,0,"F",1
1,30,1,"F",1
0,33,3,"M",1
0,24,3,"F",0
0,30,11,"F",1
1,30,0,"M",0
0,47,13,"F",1
0,41,9,"M",0
1,48,6,"F",0
0,52,2,"F",1
0,34,1,"M",0
1,35,0,"F",1
0,24,1,"F",1
0,25,1,"M",0
0,34,20,"F",1
0,25,2,"F",1
1,56,6,"F",0
0,23,0,"F",0
1,21,0,"M",0
1,66,0,"M",0
0,28,7,"M",0
1,29,0,"M",0
1,22,3,"F",1
1,39,0,"F",0
0,33,9,"M",1
1,29,2,"F",1
1,31,1,"F",0
0,22,0,"M",0
1,22,0,"M",0
1,35,3,"F",0
1,29,3,"F",1
1,56,1,"F",1
0,34,0,"F",0
0,23,1,"F",1
0,27,1,"F",1
1,43,2,"F",0
1,38,0,"F",0
1,39,3,"F",0
0,24,1,"F",1
0,26,2,"M",0
1,55,0,"M",0
0,35,1,"F",1
0,61,25,"F",0
1,40,4,"F",0
0,33,3,"F",0
1,26,0,"F",1
1,32,15,"F",1
0,28,0,"F",0
1,45,0,"M",0
1,30,0,"F",1
1,57,4,"F",0
0,26,3,"F",1
0,35,1,"F",0
0,29,0,"F",0
1,40,0,"M",0
1,28,1,"F",1
0,25,0,"M",0
0,44,3,"M",0
1,23,4,"F",1
0,29,0,"F",0
1,56,0,"M",0
0,27,0,"M",0
1,29,0,"M",0
1,34,4,"M",0
0,22,0,"F",0
1,40,5,"F",1
1,31,0,"F",0
0,47,3,"F",0
0,24,8,"F",1
0,39,4,"F",0
0,29,10,"F",1
0,26,4,"F",1
0,61,2,"M",0
0,30,0,"M",0
0,20,0,"M",1
0,56,22,"F",1
1,50,3,"F",1
0,30,10,"F",1
0,59,1,"M",0
0,20,1,"F",1
1,23,4,"M",1
1,28,2,"F",1
1,35,3,"M",1
0,22,1,"F",1
0,22,0,"F",0
0,61,8,"F",1
0,26,5,"F",0
1,44,1,"F",0
0,34,0,"M",1
1,29,1,"F",1
0,29,8,"M",0
0,48,5,"F",1
0,31,0,"M",0
1,21,2,"F",0
1,34,4,"F",0
0,54,21,"F",0
1,20,4,"F",0
1,31,1,"F",1
1,22,0,"M",0
0,36,6,"M",0
0,34,9,"F",1
0,50,15,"M",0
0,31,1,"M",0
0,49,10,"F",1
0,21,2,"F",0
0,26,5,"F",1
1,25,2,"F",1
1,38,5,"F",0
1,35,2,"M",0
0,32,4,"F",1
1,29,1,"F",0
1,46,0,"F",0
1,53,1,"M",1
1,27,1,"F",1
1,29,4,"F",0
0,23,3,"M",1
1,24,1,"M",1
0,33,18,"F",1
0,32,1,"M",1
0,38,7,"F",1
0,40,20,"F",0
0,36,1,"M",0
0,34,16,"F",1
1,41,1,"M",1
1,57,7,"F",1
0,26,1,"F",1
0,45,0,"F",1
0,26,2,"F",0
1,48,0,"F",0
1,52,7,"M",0
0,43,0,"M",0
1,24,3,"F",0
0,27,11,"F",1
0,28,2,"F",1
0,21,0,"F",0
0,33,5,"M",1
0,25,1,"F",1
0,36,17,"F",1
1,25,0,"F",0
1,46,0,"M",0
0,24,0,"F",0
0,28,4,"F",1
0,28,12,"M",1
0,23,0,"M",1
1,50,1,"M",1
1,24,0,"M",0
0,55,2,"F",0
0,22,0,"F",1
0,38,14,"F",0
0,31,1,"F",0
0,30,3,"F",0
0,37,16,"F",1
1,41,1,"M",0
0,20,0,"F",1
1,21,0,"M",1
1,22,1,"M",0
0,38,7,"M",0
0,31,0,"F",0
1,28,0,"F",0
0,39,1,"F",0
0,34,22,"F",1
0,24,0,"M",1
0,27,9,"F",1
0,43,2,"F",0
0,26,1,"F",0
0,32,7,"F",1
1,57,2,"F",0
1,40,0,"M",0
1,33,6,"F",1
0,30,2,"F",1
1,29,1,"M",0
0,36,2,"M",0
0,35,6,"F",1
0,21,2,"F",1
0,49,29,"F",1
0,37,23,"M",1
0,29,3,"F",1
0,25,1,"F",1
0,20,2,"F",1
0,55,5,"F",0
1,26,0,"M",0
1,52,6,"F",0
0,52,16,"F",1
1,60,2,"M",0
1,44,0,"M",0
0,25,2,"M",0
1,20,4,"F",1
1,28,3,"F",1
1,22,1,"F",0
1,24,1,"F",1
0,28,0,"F",0
0,35,10,"F",1
1,30,0,"M",0
0,22,0,"F",1
0,39,9,"F",0
0,26,5,"M",0
0,23,0,"F",0
0,52,0,"F",1
0,22,0,"M",1
1,54,0,"F",0
0,50,2,"M",0
0,20,2,"F",1
1,25,1,"F",0
1,46,0,"F",0
1,22,0,"M",0
1,38,10,"F",1
0,34,5,"F",1
0,18,4,"F",1
1,26,3,"F",1
1,23,0,"F",0
1,44,1,"M",1
1,53,9,"F",1
0,27,4,"F",1
1,25,2,"F",1
1,19,1,"F",1
1,53,0,"F",0
0,39,0,"M",0
0,27,6,"F",1
0,21,2,"F",1
0,24,7,"F",0
1,33,0,"M",0
1,24,1,"M",0
1,46,1,"F",0
1,38,0,"F",0
0,30,13,"F",1
0,26,27,"M",1
1,57,2,"F",0
1,43,0,"F",0
0,22,0,"M",0
0,28,9,"M",1
1,51,3,"F",0
1,24,1,"F",0
0,48,3,"F",1
1,26,0,"M",1
0,31,6,"F",1
0,27,6,"M",0
0,25,0,"M",0
1,56,3,"M",0
0,29,1,"M",0
1,30,3,"F",1
0,21,0,"F",0
1,22,1,"F",1
0,28,0,"M",0
0,35,2,"F",0
1,23,0,"F",0
0,48,4,"F",0
1,22,4,"M",1
0,37,2,"F",0
0,33,0,"F",0
0,23,5,"F",1
0,22,0,"M",1
0,24,0,"F",0
0,44,2,"M",0
0,26,0,"M",0
0,29,2,"F",0
1,30,1,"M",0
0,23,1,"F",1
0,28,0,"F",1
0,20,0,"F",0
1,24,7,"M",0
0,37,6,"F",1
0,21,1,"F",0
0,27,8,"F",1
0,26,2,"F",1
1,42,0,"M",0
0,23,8,"F",1
1,55,0,"M",0
1,24,1,"F",1
0,23,0,"M",0
0,64,0,"F",0
0,39,0,"F",1
1,30,0,"M",0
0,22,1,"M",0
0,20,2,"F",1
0,21,0,"F",1
1,24,0,"F",0
0,30,3,"M",0
0,51,12,"F",1
0,21,1,"F",1
0,31,1,"F",0
0,23,2,"M",1
0,32,4,"F",1
0,28,11,"F",1
0,24,0,"F",0
0,19,1,"F",1
0,29,3,"F",1
0,41,6,"F",1
0,28,4,"M",1
1,29,6,"F",1
1,49,0,"F",0
1,42,0,"M",0
0,38,4,"M",0
0,22,3,"F",1
1,46,0,"M",1
0,38,0,"F",1
0,36,0,"F",0
1,22,6,"F",1
0,29,11,"M",0
0,39,2,"M",0
1,47,0,"M",0
0,26,7,"F",1
0,21,0,"F",1
0,63,2,"M",0
0,27,2,"F",1
1,55,27,"M",0
1,26,0,"F",1
1,37,1,"M",0
0,34,0,"F",0
0,25,2,"F",1
0,32,8,"F",0
0,25,5,"F",1
0,33,2,"F",1
0,26,2,"F",1
0,29,2,"M",0
1,28,6,"M",1
0,53,20,"F",0
1,27,0,"F",0
1,48,0,"F",0
1,25,1,"M",1
1,67,0,"F",0
0,29,2,"M",1
0,53,3,"F",0
0,49,0,"F",0
1,44,0,"M",1
0,26,10,"F",1
0,46,0,"M",1
1,30,1,"F",1
0,48,0,"F",1
0,77,1,"M",1
0,21,2,"F",1
0,54,4,"F",1
1,54,3,"F",0
0,26,15,"F",0
0,23,8,"F",1
1,39,2,"F",0
0,29,1,"M",1
0,30,9,"M",1
0,41,6,"F",1
0,32,1,"M",0
0,48,12,"M",0
0,52,0,"M",1
0,31,3,"F",1
1,22,1,"F",1
1,46,0,"M",0
0,29,7,"F",1
0,22,0,"F",0
0,39,8,"F",0
0,35,9,"F",0
0,26,1,"M",0
0,27,1,"F",1
0,27,5,"F",1
1,34,10,"F",1
0,32,0,"M",1
0,25,5,"F",1
1,22,2,"M",1
0,52,7,"F",1
0,21,2,"F",1
0,28,11,"F",1
1,23,4,"M",1
0,31,1,"M",0
1,34,1,"M",0
0,32,0,"M",0
1,50,0,"M",1
0,27,1,"M",0
0,26,4,"F",0
0,27,4,"F",1
1,29,0,"F",1
0,58,0,"M",0
0,27,14,"F",1
0,28,5,"F",1
0,24,15,"F",1
1,50,0,"M",0
0,30,15,"F",1
1,43,0,"F",1
1,24,0,"F",1
0,34,10,"F",0
1,26,2,"F",0
1,31,0,"F",0
0,23,1,"F",1
0,39,0,"F",0
0,50,4,"F",1
0,22,0,"M",0
0,25,0,"M",0
0,21,2,"F",0
1,20,1,"F",0
0,54,12,"M",1
0,27,2,"F",1
1,45,5,"F",1
0,34,13,"F",1
1,55,0,"F",0
0,24,0,"M",0
0,20,0,"F",1
0,37,5,"M",1
1,34,1,"M",0
0,41,2,"F",1
0,21,1,"F",1
0,22,3,"F",1
0,24,0,"F",0
1,42,8,"F",0
0,23,0,"M",1
1,20,0,"M",0
1,44,0,"F",1
0,20,0,"M",1
0,27,5,"M",0
1,20,0,"M",1
0,20,0,"F",0
1,28,1,"F",1
0,29,9,"F",1
0,21,0,"F",1
0,24,2,"F",1
0,24,0,"F",0
0,23,3,"F",1
1,27,0,"F",0
1,24,0,"F",0
0,31,6,"M",1
0,22,0,"F",1
1,54,0,"F",0
0,35,7,"F",1
0,53,0,"F",0
0,26,9,"M",1
0,48,7,"M",1
0,56,2,"M",1
0,25,6,"F",1
1,49,0,"F",0
1,34,0,"M",1
0,21,0,"M",1
1,23,0,"F",1
1,57,0,"F",0
1,25,5,"F",1
0,42,1,"F",0
0,51,1,"F",0
0,53,13,"M",0
0,43,6,"F",0
0,34,0,"F",0
1,27,2,"F",1
0,51,0,"M",0
1,26,1,"M",0
0,47,5,"F",0
1,22,0,"F",0
1,36,0,"F",0
1,41,4,"F",1
0,25,6,"M",0
1,33,0,"M",0
1,44,3,"F",1
1,46,0,"F",1
0,28,1,"F",0
0,28,5,"F",1
0,66,5,"F",1
1,20,0,"M",0
0,27,2,"F",0
0,25,3,"F",1
0,39,1,"F",0
0,41,7,"F",1
0,26,0,"F",0
0,25,2,"M",1
0,22,2,"F",1
0,25,7,"F",1
1,20,0,"M",1
1,56,5,"M",1
0,25,5,"F",1
0,48,1,"F",0
0,21,1,"F",0
1,31,2,"M",1
1,35,0,"M",0
0,34,2,"F",1
0,32,0,"F",0
0,31,1,"F",1
0,31,11,"M",1
0,28,3,"M",1
0,27,10,"F",1
0,24,0,"F",1
1,49,0,"F",0
1,40,0,"F",0
0,22,4,"M",0
0,28,5,"F",1
0,24,2,"F",1
1,49,1,"M",0
1,33,0,"M",1
1,44,0,"F",1
0,41,12,"F",1
1,46,0,"F",0
0,57,2,"M",0
0,32,0,"F",0
0,36,1,"M",0
0,30,1,"M",0
0,28,0,"M",0
1,31,3,"M",1
0,29,8,"F",1
0,21,1,"M",0
0,23,5,"F",1
1,25,4,"F",0
0,49,25,"F",1
0,25,1,"M",1
0,35,9,"F",0
0,32,0,"M",0
0,23,0,"M",0
0,23,4,"F",0
0,26,0,"M",0
0,31,9,"F",1
0,22,0,"M",1
1,20,0,"F",1
0,24,1,"F",0
0,37,0,"M",0
0,29,0,"F",0
0,29,9,"F",1
1,49,3,"F",0
0,31,2,"F",0
1,59,0,"M",0
0,39,2,"M",1
0,23,1,"F",0
0,27,3,"F",1
0,22,1,"F",0
1,21,0,"F",1
0,36,0,"F",0
0,30,10,"F",1
1,31,3,"M",0
1,26,0,"F",0
0,24,0,"M",0
0,27,11,"F",0
1,28,4,"F",0
1,54,3,"F",1
1,57,0,"M",0
0,30,2,"F",0
0,31,4,"F",0
1,29,0,"F",0
0,22,0,"M",0
0,35,0,"M",1
0,29,2,"F",1
0,30,14,"F",1
0,27,2,"F",1
1,63,0,"M",0
0,27,6,"F",1
1,36,0,"F",1
0,21,0,"F",0
1,23,1,"F",0
0,40,1,"F",0
0,30,3,"M",1
0,41,1,"M",0
1,56,0,"M",0
0,23,1,"F",1
0,61,14,"M",1
0,20,0,"F",1
1,49,2,"F",1
0,31,6,"F",0
0,50,7,"F",1
0,31,3,"M",1
0,32,4,"F",0
0,44,0,"F",1
0,62,0,"M",0
0,43,3,"F",1
0,24,1,"M",1
0,41,13,"F",1
1,23,0,"M",0
1,67,0,"M",0
0,20,0,"F",1
0,29,3,"M",1
1,34,0,"F",1
0,29,0,"F",0
0,46,4,"F",0
0,31,9,"M",1
0,24,1,"M",0
0,28,1,"F",1
0,25,0,"M",1
0,24,0,"M",0
1,36,1,"F",0
0,25,2,"M",1
1,29,0,"F",0
1,26,1,"F",0
0,23,3,"F",1
0,32,4,"F",1
1,26,0,"F",0
1,35,0,"M",1
0,23,0,"M",1
1,46,0,"M",0
1,41,0,"F",0
1,22,0,"M",1
0,27,7,"M",1
0,24,1,"F",1
0,27,10,"F",1
1,22,1,"M",0
0,26,3,"M",1
1,26,7,"M",0
1,29,3,"F",1
0,42,17,"F",1
0,30,0,"M",0
1,34,1,"F",0
1,23,3,"M",0
1,47,0,"M",0
1,55,2,"M",0
0,43,2,"F",0
0,45,38,"F",1
1,61,15,"F",0
1,49,0,"F",0
0,49,1,"M",0
0,42,1,"F",0
0,24,1,"M",0
1,51,0,"F",0
1,26,2,"F",1
1,28,2,"F",1
0,49,2,"F",0
1,56,1,"F",0
1,53,8,"M",0
1,41,3,"M",0
0,45,6,"F",0
0,21,0,"F",0
1,27,2,"M",1
0,21,0,"F",0
1,31,0,"F",0
0,30,8,"F",1
0,23,0,"F",0
1,52,1,"F",0
0,48,11,"M",1
0,51,3,"M",0
1,30,1,"M",1
0,29,5,"F",1
0,44,0,"F",0
0,34,12,"F",1
0,28,5,"F",1
0,28,9,"F",1
1,34,0,"F",0
0,23,3,"M",1
1,71,3,"M",0
1,45,2,"M",0
0,29,0,"M",0
0,52,17,"F",1
0,21,0,"M",0
1,29,2,"M",0
1,54,0,"M",0
1,27,0,"F",1
1,29,1,"M",0
0,23,2,"M",1
1,65,1,"F",0
0,31,15,"F",1
1,31,0,"F",0
0,21,0,"F",0
0,27,17,"F",1
1,33,1,"F",0
0,25,3,"F",0
1,39,1,"F",0
0,29,8,"M",1
0,27,15,"F",1
1,42,0,"F",0
1,21,0,"F",0
0,27,5,"M",1
0,36,2,"M",1
0,24,0,"F",1
1,67,0,"M",0
0,39,3,"F",1
0,25,1,"F",0
1,40,8,"F",1
0,37,4,"M",1
0,42,8,"F",1
0,26,8,"F",1
0,23,1,"M",0
1,31,1,"M",1
1,26,4,"F",1
1,51,2,"M",1
1,67,0,"M",0
0,27,10,"F",0
1,26,1,"M",0
0,55,3,"M",1
1,28,0,"M",0
1,51,0,"M",0
0,28,13,"F",1
0,22,0,"F",1
0,26,2,"F",1
0,27,1,"F",0
0,32,5,"M",0
0,36,11,"F",1
0,27,4,"M",0
1,41,1,"F",1
0,24,12,"M",0
0,61,11,"F",0
1,29,3,"F",0
1,34,11,"F",0
1,45,0,"F",0
1,21,3,"F",1
0,28,20,"F",1
1,31,6,"F",0
1,59,0,"M",1
0,40,8,"M",1
1,22,1,"M",0
0,21,1,"M",1
1,25,2,"F",1
0,25,1,"F",0
0,47,3,"M",1
0,21,5,"M",1
0,29,1,"F",1
1,40,4,"F",1
1,39,0,"M",0
0,30,0,"M",1
1,25,0,"M",0
1,21,0,"M",1
1,25,0,"M",1
0,27,5,"M",1
1,45,4,"M",1
0,32,4,"F",1
0,22,0,"M",1
0,44,6,"F",0
0,23,0,"F",0
1,46,0,"F",0
1,33,2,"F",0
1,40,3,"F",1
1,54,7,"F",0
1,21,0,"M",0
1,43,6,"M",1
0,22,0,"M",0
0,31,0,"F",0
0,32,6,"F",1
0,21,1,"M",0
1,23,0,"M",0
0,33,3,"M",1
0,64,0,"M",0
0,20,0,"F",0
1,26,1,"M",0
0,30,18,"F",1
0,23,10,"F",1
0,60,13,"F",1
0,46,2,"F",1
1,56,0,"M",1
0,45,0,"F",0
0,26,4,"F",1
0,47,4,"M",0
0,29,7,"F",1
0,32,9,"F",0
0,29,10,"F",1
0,22,1,"F",1
0,28,1,"F",0
1,36,0,"F",0
0,24,0,"F",0
0,33,9,"M",1
0,46,2,"M",0
1,31,9,"M",1
1,49,3,"F",1
0,24,0,"F",1
0,57,28,"F",1
0,36,14,"F",1
0,43,23,"F",0
0,42,0,"M",0
1,32,4,"F",1
1,26,1,"F",0
1,74,0,"M",0
0,24,3,"F",1
0,33,2,"M",0
0,22,1,"M",1
1,50,4,"M",0
1,28,7,"F",1
0,35,5,"F",1
0,33,0,"F",1
0,36,1,"M",0
0,28,2,"F",1
0,63,1,"F",0
1,69,5,"F",0
0,41,18,"F",1
1,44,1,"M",0
0,29,0,"F",0
1,52,0,"M",0
0,23,1,"F",1
1,26,0,"F",0
0,24,0,"M",1
0,45,4,"M",0
0,24,4,"F",1
0,47,0,"M",0
0,26,0,"F",0
0,36,9,"F",1
1,33,2,"M",1
1,52,1,"M",0
1,51,0,"F",0
0,47,7,"F",1
1,38,1,"M",1
1,67,1,"F",0
0,47,1,"F",1
1,66,0,"M",0
1,39,0,"F",0
1,49,2,"M",0
0,45,9,"M",1
1,46,7,"F",1
0,29,15,"F",1
0,28,2,"M",1
0,22,0,"F",1
0,20,1,"F",1
1,34,5,"F",0
0,22,8,"F",1
1,25,3,"M",1
0,34,1,"F",0
1,34,1,"F",0
0,54,10,"F",1
1,36,5,"F",1
0,30,8,"F",1
0,23,1,"F",1
1,40,0,"F",0
1,27,0,"M",1
0,25,3,"F",1
0,47,14,"M",0
0,27,3,"F",1
0,38,16,"M",1
0,27,0,"M",1
1,30,4,"F",1
0,33,4,"M",1
0,29,2,"F",1
0,56,31,"F",1
0,26,0,"F",0
0,28,5,"F",0
0,43,5,"M",0
0,29,2,"F",1
0,22,1,"F",1
1,74,2,"F",0
0,47,4,"F",1
1,42,4,"F",1
1,43,0,"M",0
0,28,6,"M",1
0,24,0,"F",0
0,56,0,"M",0
1,49,0,"F",0
1,24,1,"F",0
0,30,3,"F",1
1,28,11,"F",1
0,39,1,"F",1
0,26,4,"F",1
0,56,4,"F",0
1,58,8,"M",0
0,33,3,"F",0
0,31,9,"F",1
1,25,5,"M",1
1,25,7,"M",1
0,20,1,"F",1
1,30,3,"F",0
1,29,14,"F",1
0,21,0,"F",1
0,44,11,"F",1
1,30,2,"F",0
0,35,12,"M",1
1,34,4,"F",0
0,26,2,"M",0
1,51,4,"M",0
0,36,0,"M",0
1,26,3,"M",1
0,21,1,"F",0
0,59,5,"M",0
0,29,7,"F",1
0,37,4,"F",0
1,41,0,"M",0
0,23,0,"F",1
1,54,1,"M",0
1,30,2,"M",0
1,28,0,"M",1
0,22,0,"M",1
0,21,0,"F",1
0,27,1,"M",0
0,61,4,"M",1
1,60,0,"M",1
1,22,1,"F",0
1,49,3,"F",0
1,61,1,"M",0
0,51,7,"M",1
1,49,2,"F",0
0,24,0,"F",1
1,36,4,"M",1
1,42,5,"F",0
0,36,9,"F",0
1,57,14,"F",1
1,36,0,"M",0
0,34,3,"M",1
0,24,2,"M",1
1,32,0,"F",0
0,25,1,"F",0
1,30,2,"M",1
0,35,8,"M",1
0,43,0,"M",0
0,28,1,"F",0
0,32,4,"F",0
1,23,0,"F",0
0,20,0,"M",1
0,30,19,"F",1
0,30,2,"M",0
1,21,0,"M",1
0,30,0,"M",1
0,20,0,"F",0
0,23,0,"F",0
0,23,0,"F",0
0,33,3,"M",0
